author,content,country,date,id,rating,title,version,vote_count,vote_sum
Philopolemist,Bad app. Doesn’t work. Just tries to sell you stuff,us,2025-12-19T17:24:55-07:00,13533040777,1,Bad app,20.2.0,0,0
don_nod,Hp instant ink is a SCAM!!!,us,2025-12-19T17:16:37-07:00,13533019607,1,Do not download,20.2.0,0,0
JasmineD20,Printer takes forever to print when it even wants to. Most of the time it doesn’t work.,us,2025-12-19T16:42:50-07:00,13532934902,1,Printer Sucks,20.2.0,0,0
V DelCardo,So easy to use. I was printing and scanning in no time!,us,2025-12-19T14:37:32-07:00,13532627544,5,Five stars,20.2.0,0,0
Miranda6484,Went through trouble of setting everything and printed awful! Pictures half off the paper,us,2025-12-19T14:01:16-07:00,13532538480,1,Ink,20.2.0,0,0
travelroxy,"Great printer,  I love that I can print from my phone and
I Pad.  
Mine is 3 years old and I
Have had no problems",us,2025-12-19T13:07:10-07:00,13532401578,5,H/P printer,20.2.0,0,0
Hpsucks1001,Hate my printer works maybe 30% of time. Yay hp!,us,2025-12-19T12:53:42-07:00,13532366525,1,Hp sucks,20.2.0,0,0
scoobert245,Hp sucks,us,2025-12-19T11:59:05-07:00,13532222557,1,Hp sucks,20.2.0,0,0
bleusimba,Doesn’t show/help with any to do with the printer!! ie: off line….,us,2025-12-19T11:02:31-07:00,13532067639,1,Awful!!!,20.2.0,0,0
Vizzoittm,Always buy HP. Very reliable.,us,2025-12-19T10:20:58-07:00,13531949531,5,Printer,20.2.0,0,0
earl2000,Great job but ink costs too much!,us,2025-12-19T09:25:54-07:00,13531788116,5,Great printer,20.2.0,0,0
LuzCeleste23,Lo mejor,us,2025-12-19T08:53:12-07:00,13531689615,5,Excelente,20.2.0,0,0
*LCN,It’s an awesome app that’s actually free to use with your hp printer. Thank you,us,2025-12-19T06:51:16-07:00,13531297862,5,Hp smart,20.2.0,0,0
Godscreation83,Having a hard time connecting to the printer did everything I was suppose to do and still not connected,us,2025-12-19T05:56:27-07:00,13531118845,1,Ugh,20.2.0,0,0
Ken202,The HP App prints photos to a network printer with ease.,us,2025-12-18T21:32:16-07:00,13529917166,5,Seemless operation,20.2.0,0,0
barelero,I always get a HP printer is the best for me I have not problem printing and when I have I can fix it easily,us,2025-12-18T14:05:27-07:00,13528899562,5,Love HP,20.2.0,0,0
SylviaY71,"App stops printing when phone goes display of phone turns off.
This is not satisfying when printing more than 1 side.",us,2025-12-18T13:51:38-07:00,13528865834,1,App doesn’t print all pages,20.2.0,0,0
2firegirls,"After days, I’m trying to get the drivers to upload. I finally got my computer to print yesterday. The printer won’t print so I uninstall it and reinstall it and it says drivers needed again.  Need help !!!",us,2025-12-18T09:59:18-07:00,13528249931,1,Drive issue for my hp 8720,20.2.0,0,0
Donny Pratt,"HP offers you free instant ink for 3 months, take it at all costs because if you can get this printer to stay hooked to your router so it continues to print for more than 3 days of that 3 months you’ll be lucky.  This is the 2nd HP I’ve tried in 3 months, same problem. HP you need help!",us,2025-12-18T09:47:27-07:00,13528215398,1,HP POS,20.2.0,0,0
Czaruel,Making its so hard printing a 5x7 envelope!!,us,2025-12-18T09:38:51-07:00,13528190312,1,Paper detection fail,20.2.0,0,0
angiexxmarissa,The app was so good before- straight forward- and for some reason every single time i have to print I experience so much complication that printing is ultimately abandoned- it’s truly tiring- plus paying for paper and ink and not being able to print using the ink you have just because you wont renew your subscription? Very frustrating for a tool meant to facilitate,us,2025-12-18T09:10:35-07:00,13528106018,1,Not like before?,20.2.0,0,0
Argueta family,"Muy lenta para imprimir 
Debería de agilizarse más se tardó como 20 min en imprimir 3 pagininas",us,2025-12-18T07:01:35-07:00,13527702713,1,Impresión,20.2.0,0,0
dp in ga,i buy the printer the paper and the ink and pay for internet service and to print off the app HP charges? for what?,us,2025-12-18T05:09:28-07:00,13527349393,1,terrible service,20.2.0,0,0
AutonomousExistence,this makes you feel like you're living in hell. If you buy an HP printer you will be living in hell. Take it back trust me.,us,2025-12-17T23:00:13-07:00,13526474304,1,garbage product,20.2.0,0,0
Fierce27,This printer is super great!,us,2025-12-17T22:23:30-07:00,13526400207,5,Nice printer,20.2.0,0,0
~Jimbob~,I bought your product and now you want me to buy a subscription to print? Unacceptable. I’ll return it,us,2025-12-17T20:29:17-07:00,13526168870,1,Hmmm,20.2.0,0,0
W8smr,"The worst thing I could have done was buy an HP printer. I've never seen anything worse in my life. There were problems with the cartridges. Then it lost its Wi-Fi. In the end, I threw the piece of c$)p away.",us,2025-12-17T20:06:37-07:00,13526120228,1,Threw away the printer,20.2.0,0,0
Jkmama4c,"Setup was easy and self explanatory, quality of print is exceptional, Hp app is easy to navigate!! Very pleased!",us,2025-12-17T20:01:42-07:00,13526109516,5,Very Pleased!,20.2.0,0,0
VanG00f,I have not been able to print smoothly a single time since I got this printer. Something is always not communicating correctly or I have to restart the printer.  The app does not seem to recognize the printer sometimes so I have to delete and re add the device. Not too pleased.,us,2025-12-17T19:16:05-07:00,13526007359,1,Super annoying,20.2.0,0,0
𝔸𝕟𝕟𝕒 𝕝𝕠𝕧𝕖 ❤,"first time setting up printer was scared at first, but I low-key love it so much. It feels so easy. I’m trying to 
 it out right now. This is a five star printer. I love it so much.",us,2025-12-17T19:13:30-07:00,13526001429,5,Why it’s a five star,20.2.0,0,0
Margie760,"My printer says it is connected, but it is not printing anything at all",us,2025-12-17T18:41:21-07:00,13525926438,1,Not connecting,20.2.0,0,0
Sisi212121,"Never ever ever works. Waste of money and time, only has been a huge disappointment and waste",us,2025-12-17T18:17:09-07:00,13525868806,2,Printer,20.2.0,0,0
Narges_alz,Whoever is responsible for the new app update needs to be fired. The old app version was easy to navigate with boxes clearly labeled. This new app version makes absolute no sense,us,2025-12-17T17:20:45-07:00,13525732990,1,NEW UPDATE SUCKS,20.2.0,0,0
AnnoyedNPC,"I use this app to perform tasks with my printer such as scanning to file.  But this app was redesigned to try and sell supplies moving the functions the user wants below the sales push.  My printer doesn’t need more I k, please don’t make me navigate around that every time.  Poor redesign driven by sales instead of the user experience.",us,2025-12-17T15:19:13-07:00,13525443129,1,Redesigned by a sales department,20.2.0,0,0
Zgtrew,BS that you now have to create an account and login to use an app for functions instead of just having functions on the device.  Cheap lousy product that wastes your clients time to use… last hp product I will purchase,us,2025-12-17T13:12:24-07:00,13525133138,1,Waste of time,20.2.0,0,0
the queen Mariangel Suarez,Super easy to use and incredibly fast and helpful,us,2025-12-17T12:18:55-07:00,13524996020,5,Best ever,20.2.0,0,0
Hates it07,Why would I have to pay for a subscription just because I’m using a iPhone it’s so trash,us,2025-12-17T12:01:31-07:00,13524950318,1,Subscription,20.2.0,0,0
Waterbaby2,The best,us,2025-12-17T11:38:03-07:00,13524888557,5,Outstanding,20.2.0,0,0
BlackJoe13,Hasn’t printed consistently since 2 weeks after purchase. Always has HP brand ink. Always prints with streaks of no ink in every print. Have done countless cleanings and alignments,us,2025-12-17T09:29:59-07:00,13524526622,1,Print issues,20.2.0,0,0
Detour Fitness,Great reliable app,us,2025-12-17T08:46:46-07:00,13524396032,5,Ease,20.2.0,0,0
Sad disney baby,Never can get this thing to print. Threw my old one out bought a new one. Same issues. Ridiculous. Will not recommend at all. Dave yourself the frustration. It’s insane to keep repeating the same thing with a different printer. So dumb,us,2025-12-17T07:26:17-07:00,13524144119,1,I wouldn’t waste my money on one of these printers,20.2.0,0,0
Miracle pay,So easy to set up and send things to print remotely. I love it!!,us,2025-12-17T07:17:01-07:00,13524114752,5,Easiest Printing Eva!,20.2.0,0,0
Kjidds,"The printer gets off line all the time, it takes me forever to print anything",us,2025-12-17T05:26:40-07:00,13523764322,1,Always a problem,20.2.0,0,0
Valerie.800,I am currently printing photos of my bf’s messages with another person and must i say this works great,us,2025-12-16T22:38:49-07:00,13522790487,5,Printing,20.2.0,0,0
App was good printer was not,"This print did not work very well finally got it to print acted like it was out of ink not very user friendly 
I",us,2025-12-16T21:23:04-07:00,13522638166,1,Bad choice today,20.2.0,0,0
Shorty Vick,"Someone really needs to do something about this app, your products are pretty decent but when you have issues it’s a nightmare to deal with your virtual assistant. But when you finally get to speak with a real person everything is very easy",us,2025-12-16T20:45:18-07:00,13522561140,2,Fairly happy customer,20.2.0,0,0
Notagameplayer,"this new update made my small business grind to a screeching halt today, for hours!  i had just got started printing out a batch of invoices when suddenly my printer seemed to virtually ‘disappear’ and i could not figure out how to remedy the process.  the print function was disabled and said that there was not a printer available while the app said the printer was awake and all is well.  i finally figured out i had to click on the export icon then select print by app.  by the time it actually starts printing i have made a total of 5 EXTRA clicks.  and then another 4 clicks after the print job is completed before i can start the next.  this has doubled the amount of time i used to take just to print invoices.  one other feature on the newly updated app that i do not see available is the option to increase or decrease the image size.  for example i need to be able to decrease the size from 100% to 90% so that a 2 page print job will fit on 1 page.   and i need to decrease to 75% for my usps postage labels to fit nicely on my packages.  i REALLY NEED this feature and if i can figure out how to connect to the printer w my ipad without this app, i will.  so far all it is doing is pissing me off.",us,2025-12-16T19:06:04-07:00,13522343613,2,i know you think you did good on the recent update…,20.2.0,0,0
Sam86*,Very easy app to use,us,2025-12-16T18:43:46-07:00,13522290850,5,Thank you,20.2.0,0,0
Billy 120,App has seemingly removed the option for two sided printing. Forces me to send docs to my laptop first.,us,2025-12-16T17:50:24-07:00,13522160926,1,No two sided printing,20.2.0,0,0
Yanni the Greek,"Just bought a new HP Printer and it’s doesn’t work. The Chat Assistant is “not available” (ie overwhelmed). All the HP app cares about is marketing paper, ink, etc. mail services.",us,2025-12-16T17:15:27-07:00,13522075319,1,John,20.2.0,0,0
Smart Tank 6100,No consistency,us,2025-12-16T17:08:41-07:00,13522059046,1,Smart Tank 6100,20.2.0,0,0
Mr. Quick,"Why on earth is this app necessary to install a printer 
We should have the possibility to use the computer’s system",us,2025-12-16T15:24:25-07:00,13521809093,1,Unnecessary drama,20.2.0,0,0
Shazam866,Stuck at point where I can't advance,us,2025-12-16T13:58:27-07:00,13521599591,1,App doesn't work,20.2.0,0,0
lettherebeanonymity,A printer should not require an app to be used. It makes no sense. This is not convenience it’s mining data. Throwing this printer out! Never buying HP again!,us,2025-12-16T11:31:37-07:00,13521219652,1,Why,20.2.0,0,0
negative progress,Is it too much to be able to get a scan to go to photos?  Pathetic. HP just plain stinks in every way.,us,2025-12-16T11:17:37-07:00,13521181613,1,Garbage,20.2.0,0,0
Raindrops9,I had a huge regret buying this printer,us,2025-12-16T10:26:11-07:00,13521037314,1,Very complicated,20.2.0,0,0
sparkydetroit,"Easy & quick app download, perfect color print on first try. Highly recommended",us,2025-12-16T10:06:35-07:00,13520981500,5,Spot,20.2.0,0,0
1G$0,Connecting to my print either thru wifi or the direct access is brutally slow.  And we have pretty solid wifi7 network.,us,2025-12-16T08:53:37-07:00,13520763933,3,Connection,20.2.0,0,0
muchosurf,"App needs to be idiot proof, meaning me.",us,2025-12-16T08:20:11-07:00,13520660180,2,App Needs Work,20.2.0,0,0
ShipShore,"I am changing my review from horrendous to acceptable. In my frustration to connect my printer to my wireless network, I overlooked the set up selection in the app. I connected effortlessly in approximately five minutes.
Patience is in order when setting up these machines",us,2025-12-16T07:19:52-07:00,13520464556,4,Read Carefully,20.2.0,0,0
chphillips08,"Using the app is a headache, as it is temperamental of when it can print and to stay in the app to print something instead of moving on as it prints
 the printer itself is annoying at how fast it runs out of ink",us,2025-12-16T06:23:18-07:00,13520284110,1,Not sure if it’s worth it or if all printers these days are just bad,20.2.0,0,0
revierte,Why do I need a stupid login with two factor just to print something!,us,2025-12-15T20:39:32-07:00,13518891627,1,Overkill,20.2.0,0,0
Yesh1990,I love HP. I’m already married but I love HP.,us,2025-12-15T20:35:18-07:00,13518882915,5,HP is awesome!,20.2.0,0,0
pduq70,"Should never have to scroll so much to find key features 
Shame on you HP
Did you do any human factors testing?
It sure doesn’t seem that way 
The older design was easier to use",us,2025-12-15T19:07:15-07:00,13518686413,5,Poor user experience,20.2.0,0,0
kitty cat1235,I used to be able to rely on HP! Nothing seems to work efficiently or effectively anymore. It’s pathetic!,us,2025-12-15T18:29:34-07:00,13518595818,1,HP has gone downhill !!!,20.2.0,1,1
H11709,"The new layout is so dark! I’m not even 30 yet and I have a hard time seeing the layout with full brightness. The entire UI is extra tabs you have to search through now instead of the simpler one. No option to switch the background in the app. The HP Smart version had such a clean and simple layout! This is terrible. I’m not even elderly. Edit: Oh, you listened to our reviews and gave us light mode a a few months later. Thank you, you can actually see the UI now.",us,2025-12-15T17:41:05-07:00,13518475067,5,Change Back to Simple!,20.2.0,0,0
Kev hp review,Difficult set up process even with HP App. It doesn’t find it half the time and took an hour for one device to be connected even when following the instructions. Now my hp laptop won’t connect,us,2025-12-15T17:14:00-07:00,13518408334,3,Printer and app,20.2.0,0,0
Bobby-bobs,"Log in, no printer found, passwords, restart, reconnect, might print if you’re subscribed and every sheet monitored. Never was able to use this printer-all in one without hours of hassle first….. Thanks HP",us,2025-12-15T17:04:11-07:00,13518384162,1,Have to reset up printer every time I want to use it.,20.2.0,0,0
Great M.O.,"Completed the update and now nothing will scan in. All recommendations have been useless.
Should have never done the update as the product worked fine until then.",us,2025-12-15T13:21:28-07:00,13517842101,1,Update,20.2.0,0,0
Jebediah1227,"You have to keep the screen open the entire time. If your screen turns off due to inactivity, oh wells. You’ll have to restart your print.",us,2025-12-15T12:59:13-07:00,13517784636,1,Printing from the app is horrible,20.2.0,0,0
thienducly,Bad,us,2025-12-15T12:52:45-07:00,13517767723,1,Bad,20.2.0,0,0
Church Anderson,HP is adding too many requirements to print a simple page. Requiring user to jump through extra hoops to get a job done is quite disappointing. Rather simple plug in utilization to use a printer/scanner.,us,2025-12-15T11:34:12-07:00,13517556576,3,Too many requirements,20.2.0,0,0
LDial07,"New update is horrible for pictures. It now wants to print double sided, even for one photo, and prints on the wrong side.",us,2025-12-15T09:58:26-07:00,13517278077,1,Prints On The Wrong Side,20.2.0,0,0
Vxixnxcxe,Can’t figure out how to print four 3X5 photos on one sheet of photo paper.,us,2025-12-15T09:37:52-07:00,13517216008,3,Layout,20.2.0,0,0
Quitdeletingmyreview,There is little to no customization to printing now with the app.  It’s incredibly frustrating.,us,2025-12-15T09:25:06-07:00,13517177835,1,New app is awful,20.2.0,0,0
Messie4ever,Slow to print and to contact by WiFi,us,2025-12-15T07:39:19-07:00,13516850596,3,Slow,20.2.0,0,0
Brovo1,"Easy to set up, great for people with low technical skills.",us,2025-12-15T06:50:54-07:00,13516696950,5,Works great,20.2.0,0,0
Lifewithoutyou,"Won't accept third party ink cartridges although ""I"" own the printer but it will accept the cartridge to print and jet you know they won't accept the cartridge! Highway robbery! Don't buy from these thieves!",us,2025-12-14T20:50:08-07:00,13515244943,1,Horrible,20.2.0,0,0
rmr1,"Every few months the scanner procedures change. Usually I’m under a set time to scan and send a document. I don’t have time to figure the new scanner process. This time I had to use my phone to operate my printer/scanner. Then I was unable to save to the usual file location because it was not connected to my phone. This is getting to be ridiculous. I will have to find another printer company when I replace this one. Over the last few years, HP has wasted too much of my time.",us,2025-12-14T18:09:43-07:00,13514884844,3,Stop making so many changes to scanner,20.2.0,1,1
Pine barons,"I love my hp smart 8030 model. Although I bought it a few years ago it works wonderfully and hp services are excellent on my iPhone, iPad and laptop.",us,2025-12-14T17:00:38-07:00,13514717280,5,Hp smart,20.2.0,0,0
bfh fjcthn,will be returning,us,2025-12-14T16:57:04-07:00,13514708623,1,terrible software,20.2.0,0,0
Blake2230738383857,It’s the printer itself that bad,us,2025-12-14T16:09:07-07:00,13514592656,2,?,20.2.0,0,0
Frustrated with hp x,Why do I need a hp account to print?,us,2025-12-14T15:58:38-07:00,13514567421,1,Why do I need a hp account to print?,20.2.0,0,0
Unhappy HPer.,My device’s wireless Bluetooth connection constantly drops.,us,2025-12-14T15:39:38-07:00,13514521553,5,Fails to stay connected,20.2.0,0,0
metsfan6622,This New App (in place of HP Smart App) does not allow for the names of multiple printers to be customized (i.e. pre-loaded names are “My Printer” or “My Printer 2”). App users can also not choose their Bonjour Printer name. This lack of naming flexibility can cause user confusion to determine which printer is at what location. Please fix this issue in future app versions.,us,2025-12-14T12:31:07-07:00,13514026871,1,New App Lacks Customization & Printer Naming Features.,20.2.0,0,0
Sidra00,"I cannot begin to describe the frustration and fury that comes with every attempted print job. My computer says my printer is offline, I have to turn it on and off again at least 3 times and sometimes it will connect, sometimes not. When it doesn’t, I have to email my document to myself, open it on my phone, and try printing from the app. That sometimes works, but the fonts and layouts get all screwed up. I absolutely HATE this printer and this app.  NEVER BUY AN HP PRINTER!!",us,2025-12-14T12:07:41-07:00,13513958909,1,HATE HP,20.2.0,0,0
COCODADON11,My printer keeps printing half page and then stop so annoying when trying to complete a customer’s order,us,2025-12-14T11:21:19-07:00,13513818257,1,Error,20.2.0,0,0
AuntiePops,Easy to use,us,2025-12-14T10:56:29-07:00,13513741110,5,HP PRINTER iOS,20.2.0,0,0
Samantha0282,The scanning app works,us,2025-12-14T06:57:06-07:00,13512941925,5,The scanning app works,20.2.0,0,0
Cajun 56,Easy to use and intuitive. Jams occur but step by step guide appears on the screen.   Lots of APPS available. Only issue is costly ink cartridges.,us,2025-12-13T23:23:30-07:00,13511696162,5,Great Printer but ink costs,20.2.0,0,0
DLW1975,A great addition to my home print needs.  Doesn’t take much room and  it is very quiet while printing.   Color is great!!!   Great printer,us,2025-12-13T21:33:35-07:00,13511449662,5,New Envy Printer,20.2.0,0,0
annoying as @&$@,Will not let me preview pages and will only print first page,us,2025-12-13T17:35:40-07:00,13510856459,3,Bad,20.2.0,0,0
julie585,Terrible replacement app from hp. They obviously don't want to pay for decent programers and developers but they have no problem charging customers subscription fees to use their printers. Waste of money buying instant ink compatible printer when they switch apps and my printer no longer functions properly. Will go back to Epson printers.,us,2025-12-13T16:34:33-07:00,13510698030,1,Terrible replacement app,20.2.0,0,0
Gingrk,Worst printer ever,us,2025-12-13T16:00:58-07:00,13510611637,1,Hp2855e,20.2.0,0,0
Tonii231,The new update is no good. I can no longer print my labels…,us,2025-12-13T15:57:22-07:00,13510602635,5,Hp Smart was much  better,20.2.0,0,0
TinderedOut,Bought the HP DeskJet 4258E and it didn’t even last long enough to use up the ink cartridges that it came with. Absolute waste of money and time.,us,2025-12-13T14:56:43-07:00,13510450102,1,Cheap Junk,20.2.0,0,0
ladynee16,This is by far the worst printer I have purchased. It rarely prints and when it does it prints multiples. I wish I could get my money back,us,2025-12-13T13:58:44-07:00,13510299112,1,Never Works,20.2.0,0,0
Pudggie,It never wants to seem to connect. It never wants to seem too. You have to stay on the screen when you print it it like if you dies out it cancels the print it's just a hard app to use.,us,2025-12-13T12:00:30-07:00,13509968397,2,Hard to use hard to understand hard to connect,20.2.0,0,0
Lifetimechick,Love the scanning options to email or computer eliminates the extra step using a USB,us,2025-12-13T11:56:33-07:00,13509956614,5,Scanning documents,20.2.0,0,0
ArthritisEye,"1) Was attempting to send a picture to the printer. Never worked. First it said the printer was sleeping. Apparently the job send doesn’t wake the printer up. So i cancelled and went and touched the printer menu. Sent a second attempt and nothing printed. No its not my networks.

2) The ink levels reported are bot accurate. On the app it shows full on at the printer they are like 75%.

3) The feedback feature within the app itself is bot working. Will not submit.",us,2025-12-13T11:15:50-07:00,13509833328,1,Bugs,20.2.0,0,0
jemteg,"This is a great user-friendly printer, and the setup was very simple with both my mobile phone with laptop. A great working and fun equipment. Splendid product!",us,2025-12-13T11:03:05-07:00,13509794142,5,HP 2800 series,20.2.0,0,0
LGO45,"Can print on both sides of paper in either black or color. Does mailing labels, envelopes and much more.",us,2025-12-13T10:28:27-07:00,13509685455,5,Great printer,20.2.0,0,0
Irmanonima,I touched the stars section by accident and there is no way to erase the one star.  I cannot give any star yet because I have not used this app after they replaced the smart app which I loved and I am disappointed for. I hope this one works as good especially to scan from the phone and to send the scan to the printer,us,2025-12-13T10:10:18-07:00,13509627241,5,Rated by mistake,20.2.0,0,0
Free Sushi Podcast,HP is terrible.  The app is basically worthless.  The printer has fresh ink and spits out blank pieces of paper.  Be sure to subscribe to their delivery service for more unusable ink.  What a joke.,us,2025-12-13T08:40:38-07:00,13509328633,1,worthless,20.2.0,0,0
Searching for the Praiseworthy,"If my phone screen goes dark, the printing gets canceled in the middle. Very inconvenient and messes me up all the time.",us,2025-12-13T08:00:06-07:00,13509188610,1,App has to be open to keep printing,20.2.0,0,0
P.O.C.,Not balanced—-WAAAYYY TOOO YELLIW,us,2025-12-13T05:54:08-07:00,13508741606,3,Color off,20.2.0,0,0
sweets6154,"Quick print or something. Every time I go print it’s 30 clicks. I paid a speeding ticket with 3 screens yesterday and it had my personal details.  With HP I have to update payment in a web browser, it doesn’t accept Apple Pay, then go back to the app.  Then I start my journey to print a document. I never print anything else, so why am I not just prompted with something that lets me use my usually settings.",us,2025-12-13T05:22:50-07:00,13508635385,1,To much,20.2.0,0,0
mezzfam,"I can’t use 8 x10 paper to print a 5 x7!
I’m the one wasting the paper. So why not?!?
It’s  pathetic. So now I have to go waste time and $ to purchase a 5 x 7 picture at a store instead using my own printer and paper ! This is sooooo Ridiculous! 

I’m hating the hp printers more and more! Stupid things like this is so very irritating! 

I’m looking at other printers (not HP) for next purchase. If I can’t print what I want and on paper I choose. Ugh",us,2025-12-12T18:27:25-07:00,13506978940,1,Paper size not compatible,20.2.0,0,0
Dolly’s dad,Increíblemente fácil hacer la impresión de mis documentos. Gracias 🥹,us,2025-12-12T18:01:40-07:00,13506911607,5,Wow,20.2.0,0,0
Five star shopper⭐️⭐️⭐️⭐️⭐️,It works when I need it,us,2025-12-12T13:09:22-07:00,13506166437,5,Works great,20.2.0,0,0
"Tim,,,,,,,,,,,,,",Update will not allow email printing.,us,2025-12-12T12:32:33-07:00,13506070166,1,Printer will not print emails,20.2.0,0,0
I am Beanie,"Mandatory account to print on my printer, in my home, is a horrible change. I had been able to just print directly to printer, now I must use app which requires ANOTHER app AND an account. Stinks. Not to mention $80 black ink cartridge. Fabreeze does not mask the smell.",us,2025-12-12T11:58:48-07:00,13505979847,1,Required “account”,20.2.0,0,0
chef45632,Why does it lose contact with the printer every time I want to print? I try to print and the app doesn’t find the printer on my WiFi. I need to restart the printer. Why do I need to stay on the print screen while it sends? Background printing was invented decades ago.,us,2025-12-12T10:51:18-07:00,13505792653,1,Loses contact with printer constantly,20.2.0,0,0
RaneeH,"No matter what I do, I can’t get the printer to connect to the Wi-Fi",us,2025-12-12T10:29:28-07:00,13505729979,1,Wi-Fi?,20.2.0,0,0
Ish559,I set up the printer but it lags so bad to print if it even gets the job to go through,us,2025-12-12T10:05:11-07:00,13505658360,1,Trouble printing,20.2.0,0,0
Iamunique1,So far printing from my cellphone is working great!!!,us,2025-12-12T07:01:50-07:00,13505069095,5,Printing Well!!!,20.2.0,0,0
Meek74,App would not allow me to print how I wanted to print. No option for double sided printing or to print a booklet.,us,2025-12-12T03:41:41-07:00,13504421435,1,Limited support for printing options.,20.2.0,0,0
WiFi password steps,Look over for looking WiFi password,us,2025-12-12T00:55:36-07:00,13504022420,5,Printer’s information page,20.2.0,0,0
Mr.Reyes1343,Phenomenal!!!! Enough said!!! The truth is one and does not need to be explained!!!!!,us,2025-12-11T20:44:13-07:00,13503511977,5,HP IS THE BEST!!!,20.2.0,0,0
elcomeviejitas,Good app,us,2025-12-11T19:09:06-07:00,13503305710,5,Good,20.2.0,0,0
Jaslea444,Acting up and not printing,us,2025-12-11T19:03:31-07:00,13503292655,3,Not printing,20.2.0,0,0
TOrangeM1968,Awesome option,us,2025-12-11T18:46:44-07:00,13503253517,5,Mobile Faxing,20.2.0,0,0
Fed up Tommy,Extremely difficult to figure out how to simply print off a picture - it was previously easy.,gb,2026-01-18T12:11:18-07:00,13649047257,1,Printing,20.2.0,0,0
Customer for 7 years,The app is ok but it’s still so frustrating that you have to keep the app on screen while it prints photos. If you have 10 photos to print it means you can’t use your phone for that whole time.,gb,2026-01-18T11:37:22-07:00,13648943188,2,Ok,20.2.0,0,0
Hobbyphil,Seems to be ok so far.,gb,2026-01-18T09:33:58-07:00,13648541573,5,Not bad.,20.2.0,0,0
RayyanIRL,"I am a manager at a store, ( Sheffield DIY ) I have used this app with no problems. Does everything I need very quickly and smoothly. This is super reliable and has been the best printers we use. I highly recommend this and really enjoy this.",gb,2026-01-18T09:32:24-07:00,13648536452,5,Printing Service.,20.2.0,0,0
Rich11112222222,"You have to go into the printer you’ve connected to get the option to print, even though it’s unlikely you will have more than one printer. 

Also prevents printing from iPhone in usual way - you must use the hp app.",gb,2026-01-18T07:43:28-07:00,13648167113,1,Poor navigation,20.2.0,0,0
Mabel48,"This seems very complicated- 👎previous one was straightforward & very easy to do 
I definitely don’t like this new one- previous one was straight forward & easy!",gb,2026-01-18T07:04:46-07:00,13648032635,1,Complicated,20.2.0,0,0
তুহিন রহমান - ইউ কে|,Nothing like scanner at all.,gb,2026-01-17T05:03:13-07:00,13643657177,1,Not Satisfied,20.2.0,0,0
BarbaraBM66,I’m fed up with getting the message printer busy when there is nothing waiting to be printed. I have to unplug it and start again.,gb,2026-01-17T00:35:00-07:00,13642939800,3,Printer busy,20.2.0,0,0
Zeusphotoshoot,Every time I need to do a scan the app doesn’t respond or needs to update or wants me to log in again or freezes. Totally unreliable. These things are meant to help us being productive instead they just slow us down.  Why do you really need all our personal data every time we use the printer? Why do apps have to be so data gathering and controlling instead of being there to help!,gb,2026-01-15T15:14:16-07:00,13637834535,1,Dysfunctional,20.2.0,0,0
fghuytrexbl,The connection to the printer and the software are useless. Keeps telling me the tray is empty but obviously it is not as the demo page prints. We have had nothing but issues making it print since we have had this printer. I would not recommend Hp to anyone.,gb,2026-01-15T08:32:06-07:00,13636719957,1,Poor usability,20.2.0,0,0
Mwenda S,Easy set up brilliant technology 💯🇿🇲,gb,2026-01-14T14:46:35-07:00,13634047150,5,6120e,20.2.0,0,0
France’s old Dragon,"This is the worse printer I have seen owned, it doesn’t print or only half print and then stops, Hulu have to turn it off and wait to get it to print, I would like to take it back to the shop and get something that works, I had my old one for 10 or more years,and then it was better than this one.",gb,2026-01-14T11:39:22-07:00,13633550587,2,HP Smart Tank 5100,20.2.0,0,0
HsNuk,It doesn’t print half the letters in the document despite full print solution. Hp customer service I can’t get hold off. I’m not happy!,gb,2026-01-14T08:29:53-07:00,13632985130,1,I should NEVER have bought this printer - rubbish expensive and never worked properly!,20.2.0,0,0
Markyh1,"Bought new printer MFD 3302 laser. The ipad/iphone app. does not recognise or find the printer despite several attempts and a complete reinstall of the  app.
Luckily for me I have the original HP smart app on my laptop. This works perfectly.",gb,2026-01-14T04:18:40-07:00,13632182004,1,Printer not found,20.2.0,0,0
Cherrylips00,The thing never connects properly and never prints anything everything just sits in a queue. It’s so infuriating and a big waste of my time and money.,gb,2026-01-14T02:57:24-07:00,13631962990,1,Hp dealer 2810e wireless,20.2.0,0,0
FlamingMurlock,"Like most printers, their software is a bit to be desired. Though the hardware is fine when it works. Troubleshooting connectivity issues every time I would like to use my own printer is just bad programming…",gb,2026-01-13T15:40:27-07:00,13630428376,2,Connectivity issues,20.2.0,0,0
Tacit24,One of the worst apps I have used ever. Buggy all over. Can’t print in color and no way to change settings within app. Prints once using shortcut then next time doesn’t allow that. Ink supply is still there. I am switching to a different brand. Pathetic from such a big company,gb,2026-01-13T15:20:36-07:00,13630378918,1,Useless app,20.2.0,0,0
Spalfreyman,"The old app worked fine, this one is slow, hangs frequently, and has disabled scanning for  my printer which apparently doesn’t support scanning (but it did on the old app). Give me the old app back please!",gb,2026-01-13T11:06:03-07:00,13629709644,1,"Worked before, doesn’t now",20.2.0,0,0
WpGML6,"So painful to setup and get working and god forbid you change your device connected to it and need to reconnect. 
HP doesn’t know how to make anything simple!!",gb,2026-01-12T10:13:18-07:00,13625835020,1,Awful. Just awful,20.2.0,0,0
