author,content,country,date,id,rating,title,version,vote_count,vote_sum
Caper picker,"What an excellent app, so easy to navigate. Simple and clear, suitable for old folks like me. Well recommended!",au,2025-08-04T19:48:06-07:00,12977251305,5,Great!,18.10.1,0,0
MoneyGrubs,"Poor quality printer, never seems to connect and print. Always errors yet nothing is wrong and it is set up as required",au,2025-08-03T21:36:47-07:00,12973494386,1,Doesn’t connect,18.10.1,0,0
Shazanata,App helped set up new printer. Quick and easy. Printing was easy.,au,2025-08-01T19:22:58-07:00,12965314612,5,Smart,18.10.1,0,0
Johnlynch11,"Amazing printer!
Thank you HP",au,2025-07-31T05:31:27-07:00,12958658580,5,HP Officejet Pro 8028e,18.10.1,0,0
Neville1912,Terrible app with unreliable connections and servers. Do not buy an Envy printer as they keep dropping off the network,au,2025-07-29T23:10:13-07:00,12953458805,1,Envy printers suck,18.10.1,0,0
MariaDotty,"Was disappointed to get charged $30 to download the app. Was not informed there was a fee or what the price was, didn’t confirm the purchase, money subtracted from account straightaway 💸",au,2025-07-28T17:11:58-07:00,12948494268,1,Hidden purchase fee!,18.10.1,0,0
Southiecol,This app would not let me connect to my printer it keeped telling me my printer was connected to another account so no instant ink for me.,au,2025-07-19T04:46:17-07:00,12910290434,1,Col S,18.10.1,0,0
GSJ0175,Don't have any option to combine files,au,2025-07-17T06:19:14-07:00,12902564345,1,Merging doc,18.10.1,0,0
Very disappointed with HP,"Can not just scan a doc and save to desk top . Tries to be smart , but over complicates the whole process. Takes twice as long as old scanner/ printer. Very disappointed.",au,2025-07-17T03:56:10-07:00,12902096770,1,Useless,18.10.1,0,0
Hp number 1 enemy,Wouldn’t let me log in with my password (I know it was correct I had just set it) I had tried multiple times and only worked when I used a OTP. Also why do I need to create an account to scan something???,au,2025-07-14T19:16:26-07:00,12892820049,1,Log in,18.10.1,0,0
mumoffive,This is a great printer at a cheap price. It is easy to use but it would be handy to have a dedicated sleep switch on it!,au,2025-07-13T23:05:43-07:00,12889463741,5,HP 6400 envy,18.10.1,0,0
AP in Oz,Print quality itself is ok but really struggling to print/scan do anything from the machine itself - everything has to go through the app which is inconvenient. Can’t even just do a photocopy easily from the machine itself! Print quality was also poor at the start bc the syncing between computer and printer and app was not right - need a device that is easier to use!,au,2025-07-13T00:22:01-07:00,12885807245,2,Hard to use,18.10.1,0,0
Mayur Prakash,"Being an artist, reproducing my work for marketing needs good colour saturation. 
Disappointed with the print result.",au,2025-07-12T19:00:40-07:00,12885064671,1,Poor colour saturation,18.10.1,0,0
Purryburry,Very slow to scan.,au,2025-07-09T21:10:58-07:00,12873762381,3,Slow,18.10.1,0,0
Maaaa8!,Works like a charm! Love it.,au,2025-07-07T04:04:16-07:00,12862753010,5,H,18.10.1,0,0
Chanfehjiihghj,"Poor performance, uses to much ink. Slow to print. I will throw away and buy a decent copier. Have to sit with phone on top of printer for it to work , and then it doesn’t always print. States job sent , still waiting after 25 minutes",au,2025-07-06T23:28:21-07:00,12862077754,1,Absolutely rubbish,18.10.1,0,0
pestgcd234,The scan feature does not work,au,2025-07-02T22:43:48-07:00,12846222008,1,M,18.10.1,0,0
vic pardini,Running low on ink and stock arriving,au,2025-07-01T17:13:03-07:00,12841291846,2,Ink cartridges,18.10.1,0,0
frangipani66,It’s fast and easy to use!! I’ve had it for a few years now and it still works perfectly,au,2025-07-01T01:11:39-07:00,12838342552,5,Best small portable printer,18.10.1,0,0
rafBsp,The print just works when it wants. Multiple times it says that the setup is not complete and I have to do everything over and over again and still it doesn’t guarantee that the printer will print it keeps saying that is not connected to the wifi but when I go to the settings everything is connected and showing as OK.,au,2025-06-28T21:56:55-07:00,12829963577,1,Terrible - lost a costumer,18.10.1,0,0
nehapreetkaurt,The worst printer i have ever seen,au,2025-06-27T19:12:18-07:00,12825645235,1,Always trouble printing,18.10.1,0,0
CaseyB*,I wouldn’t recommend HP printers to anyone if I’m honest.. they’re annoying to use and always dropping out or “can’t print at this time” or just waiting for the previous print job that you can’t cancel (insert eye roll here) and now the app doesn’t even let you know when your ink levels are low so you’ve gotta waste the ink you have and paper before you realise you’ve gotta replace the cartridges..,au,2025-06-26T20:07:37-07:00,12821822133,3,Not so smart,18.10.1,0,0
Peter Oz 10,"I’m using the Hp smart app to scan but , as yet I haven’t mastered how to scan multiple pages as a .pdf",au,2025-06-25T23:09:55-07:00,12818282105,3,A bit cumbersome,18.10.1,0,0
VIKING4650,Take the money out on correct dates.   I left said moneys in account for a week now.  Don’t threaten disconnecting service.,au,2025-06-20T06:04:47-07:00,12796369526,1,Billing Dates,18.10.1,0,0
Sheese,The best app for your printer!,au,2025-06-16T23:51:20-07:00,12783906212,5,Awesome,18.10.1,0,0
Frog1967,"I love this app it is an easy to use and user friendly.
I also love the printer it’s so fast and easy to use!",au,2025-06-13T21:25:29-07:00,12771968735,5,Love this app!,18.10.1,0,0
Sandy-spider,Best printer i have ever purchased AAA+,au,2025-06-11T21:20:41-07:00,12764386304,5,Great,18.10.1,0,0
Zoom620,Just learning the scan procedure. Just do it,au,2025-06-08T02:15:42-07:00,12749676881,5,Learning curve,18.10.1,0,0
nigelkriel,"Overall I’m happy, however the link to the wifi printing requires me to unplug and restart my 5105 printer each time. 
Makes it a manual process to air print.",au,2025-06-07T19:23:15-07:00,12748694683,3,"Good printing, when it works",18.10.1,0,0
FatDarkIphone,Enjoying this app. Easy and makes things great when on the move. Portable office.,au,2025-06-03T17:30:46-07:00,12733046526,5,Easy to use,18.10.1,0,0
Gatogrisoz,"The printer is forever coming up with non existent errors, and i just need to be lucky enough to force a print. Last HP printer.",au,2025-06-03T00:35:38-07:00,12730199644,3,Printer malfunctions and will only accept HP cartridges,18.10.1,0,0
Ararararrararatar,It never allows me to print for my printer. This is the third time we have bought a printer from this brand and it hasn’t worked once.,au,2025-06-02T00:37:22-07:00,12726405078,1,This does not work,18.10.1,0,0
Luckystar45oo,This is amazing and easy to use,au,2025-06-01T04:39:55-07:00,12723095709,5,Lucky,18.10.1,0,0
Angusthecat14,This is the most difficult printer I have ever had to set up. It has taken me the best part of a day to get something to print! Even then it stopped printing and I didn’t get the last 4 pages of the printout. This is not user friendly at all.,au,2025-05-28T23:52:25-07:00,12710562244,1,Help!,18.10.1,0,0
CNHUD,"I was making party invitation and then I had to make them all one by one, it was a bit annoying…",au,2025-05-27T20:57:05-07:00,12706404989,4,Good but I can’t save the style,18.10.1,0,0
IdontlikeHP,Rubbish product. Never works without difficulty.,au,2025-05-27T01:43:14-07:00,12703267455,1,Rubbish,18.10.1,0,0
Kazthegreat,Since the latest update I’m being told that scanning is now not possible with my printer,au,2025-05-27T00:11:57-07:00,12703074164,1,Update Bad,18.10.1,0,0
Sov0852,"Useless kit. Takes 30 minutes everytime i try to print a 2 pages document for it to print. Absolute waste of money. Screen shows that printer connected to wifi and yet it just doesn’t print. Very, very tempted to smash it into pieces.",au,2025-05-25T20:37:19-07:00,12698848484,1,Useless,18.10.1,0,0
098AJ,I have attempted multiple times to set my new printer (HP Envy 6100e series) with the app on my desktop and phone - both of which are up to date - and it fails each time. I’ve followed the set up steps and problem shooting steps multiple times to no avail. I can print from my devices but the full use of the app is not available without being able to finalise set up. I’ve also printed 5 pages as it’s already low on ink so overall I could not recommend.,au,2025-05-24T17:45:22-07:00,12694552652,1,Poor product end to end,18.10.1,0,0
H oani,Has trouble connecting and times out all the time,au,2025-05-20T03:44:57-07:00,12676696413,1,Time waster,18.10.1,0,0
Gfnsj,Too slow,au,2025-05-19T00:38:22-07:00,12672708940,1,Not good enough,18.10.1,0,0
JimmyDelre,Love it thanks,au,2025-05-16T16:25:13-07:00,12664063817,5,Simple and easy,18.10.1,0,0
Pyae Phyo @ 007,Fair price and High Model,au,2025-05-13T01:44:40-07:00,12650807668,5,The best we choice,18.5.1,0,0
Roo to you,"So easy to use and the print and scan quality is excellent! My HP SMART TANK 7305, is the best printer I have  ever owned, it’s for home use however I have used HP, including large format printing for my business for 16 years, always extremely reliable and easy to use, and excellent value for what they are capable off!

However this printer with its 2 years supply if inks for just over $100 dollars is amazing value, the ink seems endless and never runs out, the print and scan quality is excellent, the best I have owned in over 20 years, I love my HP Printer, and that’s about, get yourself one! 

I promise you will not be disappointed in any way with this printer, it’s just unbelievable, I love, love it :)

Ed Parkin

Very Happy HP Customer :)",au,2025-05-08T23:16:40-07:00,12635731242,5,Great printer and scanner!,18.5.1,0,0
aliiiibbbb,I’m convinced this app decides when and if to work according to the phases of the moon,au,2025-05-07T00:48:51-07:00,12628711520,1,Lunar theory??,18.5.1,0,0
FossDaBoss1,"The app is ok when all is well, but god forbid a payment doesn’t go through or you want to update your plan. It’s slow and laggy, constantly makes me sign back in but then goes back to the previous page, so it’s an endless freaking loop. No easy way to just retry a payment. Can never sign in on the website, there is always a problem. Too many bugs, could be more user friendly.",au,2025-05-05T17:13:38-07:00,12624119284,2,Infuriating app,18.5.1,0,0
Myprintersux,Forever have to reboot to get connection.,au,2025-05-03T21:38:36-07:00,12617124384,1,Unsmart smart printer,18.5.1,0,0
The Kings Buccaneer,"Nice good app , really easy to use. I rate it",au,2025-04-28T18:23:42-07:00,12597605123,5,Good App,18.5.1,0,0
Oktoberini,Good,au,2025-04-27T23:28:36-07:00,12594686885,5,Scan,18.5.1,0,0
bmac00001,Don’t purchase one of these printers if you can avoid it. The wireless connection process does not work. I have spent 2 hours on an iPad and a desktop computer and still can’t get the printer to be ‘finished loading’. Can use it but what a hopeless process.,au,2025-04-24T19:50:04-07:00,12582777887,1,Trying to Connect HP Envy6531 is impossible,18.5.1,0,0
Stricky2012,No Rating,au,2025-04-22T06:16:06-07:00,12572945189,1,HP 2800/2025,18.5.1,0,0
Dazza_1988,Terrible setup and printers are just as bad,au,2025-04-22T03:35:16-07:00,12572474382,1,Need an account just to scan,18.5.1,0,0
Just_Joelene,I love HP as it is easy to use.,au,2025-04-19T14:57:08-07:00,12563298315,5,Easy to use,18.5.1,0,0
GD86467,Horrible,au,2025-04-19T01:04:08-07:00,12560823555,1,Horrible useless software,18.5.1,0,0
anything vikat,I keep having trouble printing as it is getting all the paper i put all at once. Annoying so far the printer is easy to set up with the phone apps and the printing is good quality,au,2025-04-17T02:00:25-07:00,12553036390,3,Average,18.5.1,0,0
Sven Viking,"Normally slow with long delays, and relatively often it freezes up entirely and needs to be restarted. Sometimes the printer itself needs to be restarted.

Requires you to reenter a pin from the bottom of the printer each and every time you want to change basic settings, but if you don’t enter the pin within a few seconds it switches to a failure screen.

If the printer is going mad printing things you don’t want, there’s no obvious way to find a print queue and cancel everything (or cancel everything on the printer itself).

Sends iOS notifications reading only “null”.

Gives you a one-time ultimatum where you need to choose between access to certain online features or the ability to print while your Internet is down, and apparently there’s no way to reverse this decision.",au,2025-04-15T15:27:46-07:00,12547743144,1,Unfortunately glitchy,18.5.1,0,0
wetwing,Worked as it is supposed to,au,2025-04-13T21:03:55-07:00,12540929598,4,Review,18.5.1,0,0
Miiuytrewasdfghjklzxcvbnm,This printer is difficult to use. I waste time trying to get it to print documents it doesn’t automatically print even though internet connection is fine,au,2025-04-06T22:34:26-07:00,12513521363,1,HP dealer is problematic,18.5.1,1,1
Didn’t like it 1231,Klunky and unfriendly software,au,2025-03-28T20:45:51-07:00,12476996499,1,Not to hp std,18.5.1,1,1
The Legend 😎,"I’ve been using this App for a while now doing outstanding jobs and overwhelming results with the helping me scanning and printing, highly recommend this App.",au,2025-03-24T05:01:15-07:00,12458415488,5,Hp product,18.1.1,0,0
GNC224,Run a frigging mile,au,2025-03-20T19:28:58-07:00,12444882658,1,Complete garbage,18.1.1,1,1
ShaneSwansboroughBowman,Amazing product,au,2025-03-14T12:59:15-07:00,12420548207,5,Slba,18.1.1,0,0
twscusysyr,"Absolutely love using this app to enhance printing capability & convenience especially from the your phone! I also use a great all-rounder HP printer that can print, scan & copy. HP for the win!",au,2025-03-13T05:38:01-07:00,12415329638,5,Great app,18.1.1,0,0
Chiefמיניאטור,Doing exactly all what I expected from this Printer,au,2025-03-11T22:08:50-07:00,12410582419,5,My HP Smart,18.1.1,0,0
ianindian,Extremely excited for this project,au,2025-03-11T14:36:11-07:00,12409503723,5,Useful,18.1.1,0,0
Nakakabighani,"Very easy to use, especially in the phone on an app",au,2025-03-06T19:19:56-07:00,12390871510,5,Convenient,18.1.1,0,0
organic55,I love this product.. I’ve used it for the last few years.. so simple.. GOLD STAR HP,au,2025-03-04T23:21:10-07:00,12383756527,5,HP SMART,18.1.1,0,0
Hujjat ali Syed,It a great scanner,au,2025-03-02T21:24:32-07:00,12375996723,5,HP smart,18.1.1,0,0
Racc2001,Brought this printer over 6 months ago and prints out all blurry and says fails half way through a print to late to get my money back now just a waste of money throwing it to the dump,au,2025-02-27T21:10:54-07:00,12363587197,1,Waste of money,18.1.1,0,0
Fox18567,"Difficult to setup.
Has no USB outlet to scan and save.
Slow print rate
Paper tray not easy to access
Takes up more desk space than much better printers.",au,2025-02-27T20:58:52-07:00,12363560960,1,Is this the worst printer ever?,18.1.1,0,0
A Widowed,"Install, connected by Email, start it ,Easy, done!",au,2025-02-26T23:53:16-07:00,12360084841,5,Excellent!! Reccomend if you're typically lazy to move..,18.0.1,0,0
iPhone 12-23,This is very good printer app we can do everything what we need to do for printing 👍,au,2025-02-25T03:50:30-07:00,12352979662,5,Good printer app,18.0.1,0,0
Go glory,Very easy to use I’m not very tech savvy but this made it easy for me thank you HP make things easy,au,2025-02-23T23:58:21-07:00,12348623023,5,Hp production,18.0.1,0,0
be cee,not the slickest but it was able to scan to ipad using the app. ok. not the greatest though,au,2025-02-23T17:59:21-07:00,12347826002,5,a bit slow and clunky bit it works,18.0.1,0,0
Kuratcha,Frustrating and not easy to use,au,2025-02-19T18:04:17-07:00,12331757854,1,New printer,18.0.1,1,1
paba,What a discovery for a technophobe !  This that to me where so hard have become within my reach . I don’t have to keep asking for help all the time .,au,2025-02-17T16:08:19-07:00,12323715208,5,So Smart,18.0.1,0,0
Unhappy robert,"Firstly, you can’t use all the features of your own software from the product that you bought unless you allow them to TRACK you,,
I suppose that means everything we print is stored somewhere,",au,2025-02-12T16:54:21-07:00,12304101333,1,Total Rubbish,17.35.1,1,1
miliiz,Make work really easy,au,2025-02-12T01:52:54-07:00,12301469864,5,Hp smart,17.35.1,0,0
Peepatpaul,"Purchased budget printer after using Canon printers, this one much more user friendly, very easy and simple to setup, for 59 AUD can’t really complain, recommend for occasional use",au,2025-02-11T16:08:50-07:00,12300053516,5,Hp Smart,17.35.1,0,0
Andrew McMullen,"I regret buying a hp printer, Every time I try and print anything I have to go through 30-60 minutes of troubleshooting, remove app , reinstall . It’s a nightmare , it’s not printer itself ( I don’t think) but the app , 
When it connects properly it is fine but getting it to stay connected at all times , not possible",au,2025-02-09T21:44:31-07:00,12292925238,2,Nothing but trouble,17.35.1,0,0
ETGus,I can’t understand why a company would develop an app which makes printing so difficult. Every time I want to print I can’t do anything without opening the app and navigating a web of ridiculousness to just turn the printer on (it is already on). I have had to reconnect it so many times I have lost count. Do not buy an HP.,au,2025-02-06T13:07:32-07:00,12279236659,1,Terrible app for a terrible printer,17.35.1,1,1
Kris.78!,"Can print colour from the app, but not from the desktop.. weird",au,2025-02-05T20:23:21-07:00,12276318057,3,Colour printing?,17.35.1,0,0
Kevin763964,"Over last few years the app has grown worse, the ui is confusing with all these buttons and screens in different directions, it takes over 10s to respond each time I click something. Very disappointing experience.",au,2025-02-05T04:39:45-07:00,12273539557,2,App has gotten worse,17.35.1,1,1
Finwiggler,"Such a handy app for creating proper scans from your camera, cleaned up and saved as multi-page PDFs. Invaluable.",au,2025-02-04T19:17:43-07:00,12272135177,5,Great scanning function,17.35.1,0,0
Outta2202xxx,Printing is good but geez it’s expensive. I print stuff daily x my daughter and it adds up very quickly,au,2025-02-02T06:31:18-07:00,12261719891,4,Hp smart,17.35.1,0,0
caroferg,"Initial ink supply very poor, with poor notification of supply levels",au,2025-01-31T19:44:11-07:00,12255503981,3,Ink supply,17.35.1,0,0
Hpleaver,"Just spend big bucks on smart tank , now first month after warranty expires it start lamming papers with out reason hardly use it first ink still in cartridges but sitting back and watching loosing money again with hp",au,2025-01-28T18:11:13-07:00,12243217098,1,Paper jamming,17.35.1,0,0
Uchmandedon2,Has served me for the past 7 years and counting. I dunno why this printer brand was stopped. I love it including the app thank you.,au,2025-01-21T18:34:14-07:00,12214109329,5,Quality App,17.35.1,0,0
3shia2127,Terrible experience setting up this particular printer. Tracking down YouTube videos because there is minimalistic buttons on this printer. Setting it up with the computer is impossible. Slow but eventually get it on the phone app. I managed to set it up almost two months ago and used the printer once to print one short document. I used it again today and the black ink is depleted already.,au,2025-01-21T04:20:38-07:00,12211465737,2,HP DeskJet 2800e Series terrible,17.35.1,0,0
Wabbit*,Love this app! Pretty easy to navigate and use however… I can’t find where to switch between colour and black and white,au,2025-01-17T19:46:07-07:00,12197689370,4,Pretty easy to use,17.35.1,0,0
Bjay1383,"I have watched videos, googled and searched for HOURS to try and learn how to enlarge a scan to a specific percentage. Followed a tutorial that required me to enter pin and change on a web page, thought I’d resolved the issue… still printed at same size despite making required changes. Super frustrating! I still don’t know how to change these settings :(",au,2025-01-16T18:47:24-07:00,12193549776,1,Enlarging a scan is impossible!,17.35.1,0,0
Starkey03,Still trying to set my printer up over an hour later,au,2025-01-16T01:08:38-07:00,12190484116,1,Slowest app I’ve ever used,17.35.1,0,0
Major pain and annoying,Why would you even make a printer like this 😂 this is the most ridiculous printer I have ever come across. Super annoying,au,2025-01-15T02:06:06-07:00,12186646233,1,Very stupid printer,17.35.1,0,0
Lima_princess,"I found it Very complicated to set up  the wifi password, only got it because I watched a video of a guy explaining it on YouTube… after spending the whole afternoon struggling with it finally it’s working now. 🙌",au,2025-01-14T02:15:58-07:00,12182721367,5,Complicated set up,17.35.1,0,0
Dafit user,Does not work with iphone  and hp 2600n . Printer is on same network and visible in network as tcp ip address analysers show valid ip and works on windows and google phone. But hp smart is dumb as it cant find ip address,au,2025-01-06T16:58:09-07:00,12153855497,1,Does not work iPhone,17.35.1,0,0
baz2540,Easy and economical to use but being able to print remotely is something I have used several times,au,2025-01-05T16:16:17-07:00,12149872055,5,Great Product,17.35.1,0,0
ImaGC-2025,You cannot choose papertray you like to use. HP never thought about it?,au,2025-01-04T13:30:00-07:00,12145380247,1,No paper tray selection,17.35.1,0,0
Simobenn,"I had to get a new printer after my trusty canon died after a long hard 10plus years. This printer is slower, interface is quite non-user friendly and just sits there needing a reboot quite often. Also when printing the app often shows there’s a printing error when there’s actually not, causing you to walk to printer. Whilst it could be efficient on ink( yet to determine that) if your printing regularly then I suggest staying away from this model",au,2025-01-01T17:49:11-07:00,12133695744,2,Not the greatest value for money,17.35.1,0,0
omgletmetryit,"Why change something that works. I want to scan one page.. now it takes me all day, because it’s not simple to set up a new printer",au,2024-12-30T18:40:17-07:00,12125841419,1,I want something simply,17.35.1,0,0
Hmacben,"My photos are printing with a pink hue. I have tried to contact support but nothing they have suggested have helped. I am still getting a pink hue. When I do my test print, everything is crystal clear. I have tried to clean the printer heads but it keeps telling me it can’t complete the request. When I try to print documents it is hit or miss if it actually prints. It will often give me error messages but they doesn’t explain how to correct the error. I have never had so much trouble with a printer before. I am very disappointed in this product.",au,2024-12-29T18:46:05-07:00,12121965450,1,Printing quality,17.35.1,0,0
JimmyS08,I’ll be returning the printer. Absolutely terrible to force use of a data mining app.,au,2024-12-19T18:52:53-07:00,12083301116,1,You can only print through this clunky app,17.35.1,0,0
meksikolainen7,"Probably the worst “smart” app out there, you shouldn’t even be allowed to use the word.
Everything takes ages to set and then printer continually drops from wifi and configuration gets all messed, I’ve had to reset to factory settings every time I want to print or scan something! Getting rid of the printer and moving to a Brother one.",au,2024-12-12T14:34:02-07:00,12056309743,1,Not smart at all,17.35.1,0,0
rnsjzkavshz,Great,au,2024-12-07T21:05:46-07:00,12038641267,5,HP Smart,17.35.1,0,0
Nobody to see,"I’ve had the printer and the app for 2 years now, and every time I tried to print it always, ALWAYS, gives me a hard time. I can see that the printer’s connected to the phone but there is no way for me to print, the print button cannot even be use. Kindly fixed it, I just want to print out documents but always end up going somewhere to do the printing. What’s the use of buying this then?",au,2024-12-07T20:36:45-07:00,12038574578,2,Printing,17.35.1,0,0
Kill me now 67537,I really am not enjoying the app and software needed to use this printer. Why can’t it just be a simple printer connected to my laptop instead of having to continually sign into the account to print/scan each and every time. It’s infuriatingly time consuming and annoying and I have to troubleshoot almost everything. Uggggg.,au,2024-12-04T23:08:21-07:00,12027405238,2,I just wanted a basic printer to print and scan,17.35.1,0,0
Hsuwhhd27474,Difficult to setup,au,2024-12-04T17:40:50-07:00,12026672684,1,Hard to setup and print,17.35.1,0,0
Tamidee101,Day 1 of using this speedy little printer and super impressed. The quality of the print is great and the efficiency of the machine is truly impressive.,au,2024-11-27T23:53:29-07:00,12000530062,5,HP LASER JET PRINTER  Model: M110w,17.30.1,0,0
Raul pogi,Its Great and awesome!!,au,2024-11-27T06:06:15-07:00,11997761736,5,My printer,17.30.1,0,0
fgats,Way to hard to set up app why can’t it be just a button not all the craziness,au,2024-11-24T17:32:15-07:00,11988614357,2,Not basic,17.30.1,0,0
Mina&Martin,Have spent more time trouble shooting than using this useless product. Constant error message and sensitive printer cartridge identification prevent you from unsung aftermarket (cheaper) cartridges. HUGE waste of time. Am switching to Epson.🤬🤬,au,2024-11-24T01:39:37-07:00,11985874476,1,Rubbish connectivity,17.30.1,0,0
Jacstar7,"It has a constantly occurring error while using with a Mac, involving an encrypted certificate or whatever. It’s not like many people use Macs… right? 🙄",au,2024-11-21T19:22:23-07:00,11977213447,1,I regret buying this printer SO much,17.30.1,0,0
HemaSew,"Easy and accessible for use
Use it all the time and can scan docs anytime anywhere",au,2024-11-19T01:23:29-07:00,11967014136,5,Scanner,17.30.1,0,0
Coder_03,Easy to use,au,2024-11-12T23:07:21-07:00,11944272971,5,Happy user,17.30.1,0,0
meowdemeow,Usless,au,2024-11-07T00:53:35-07:00,11921921609,1,Useless,17.30.1,0,0
ian-angeles,Since i gotten to the subscription all i ever got was headache. Customer service is awful. Waste of time and money. Youll soend ridiculous amount of time just to have 1 document to print.,au,2024-11-06T09:21:40-07:00,11919739775,1,Ridiculous setup and a pain to deal with,17.30.1,0,0
holtdawg1,Seems to work very well.,au,2024-11-01T16:22:04-07:00,11901278431,5,Good,17.30.1,0,0
Jodie’s printer,"Trying to print photos & keeps telling me the paper is jammed which it is not.

Can’t scan from printer using app",au,2024-10-30T20:51:27-07:00,11894381086,1,Not working,17.30.1,0,0
Jimb3646,Never ever buy a HP product.,au,2024-10-28T16:41:39-07:00,11886247515,1,Screw HP,17.30.1,0,0
Zeebm,"Smart way of printing. Really like the way it is simple and can work with all the devices you would have mobile, laptop, pads… Very convenient!",au,2024-10-28T07:06:30-07:00,11884672110,5,Very easy to operate,17.30.1,0,0
ThatLionblazeLover,Thanks for the app. No glitches at all!,au,2024-10-26T04:33:16-07:00,11876618773,5,Great!,17.30.1,0,0
shoddy product,"I wish I had never purchased this printer, the app isn’t bad but accessing Instant ink has been impossible. According to the App I have more than 3/4 full cartridges but am unable to print without ordering more.",au,2024-10-24T18:27:50-07:00,11871431656,1,HP instant ink,17.30.1,0,0
Infinity 1000000000000000000,"Changed to other phone and took ages to set up and now won’t print 
Only prints instructions to I can waste my ink",au,2024-10-23T00:42:01-07:00,11864883943,1,No happy,17.30.1,0,0
hi .u.,"Terrible product,",au,2024-10-19T20:21:24-07:00,11853403259,1,Don’t get this computer,17.26.1,0,0
senol06,Yazıcı çalışmıyor,au,2024-10-17T03:50:15-07:00,11843334317,1,HB,17.26.1,0,0
Ingemu,I used to be able to print from my iPad anytime. Now it is such a time wasting operation.  What has changed to make it so onerous?,au,2024-10-11T16:10:18-07:00,11823359380,1,Not happy,17.26.1,0,0
Jingham27,It prints,au,2024-10-09T14:36:03-07:00,11816009578,5,Good,17.26.1,0,0
menychandai,I’ve been using Hp printer all in one since 2019 and never ever felt disappointed.,au,2024-10-07T02:06:31-07:00,11806834774,5,Wonderful office helper,17.26.1,0,0
indigowiz,Sweet piece of software intuitive & works very well!,au,2024-10-04T04:02:19-07:00,11795892710,5,HP Printer App,17.26.1,0,0
Going Mad 714,It has been so difficult to get the printer to work across multiple devices. It seems you don’t offer any support once you have made a sale!,au,2024-10-03T19:13:54-07:00,11794721257,2,Going mad,17.26.1,0,0
Appogeek,The UI hides some frequently needed settings (Eg scanning from document feeder vs platten glass) in strange places. The app frequently needs to be closed and reopened when the printer - which you’re standing right next to - fails to be found.,au,2024-10-01T01:18:11-07:00,11784353005,2,"Unintuitive, Flakey",17.26.1,0,0
Talhamahmood,It’s hard to connect with mobile .,au,2024-09-23T04:24:19-07:00,11755429736,1,Hard to connect,17.26.1,0,0
1307113,It’s the best,au,2024-09-17T04:30:39-07:00,11733605371,5,Mrs,17.26.1,0,0
Otakkebo,"7 years pass, change printer head 3 times. Must regularly print something to keep printer head last longer. Easy to operate and no trouble",au,2024-09-12T00:54:22-07:00,11715296577,5,Australia,17.26.1,0,0
HumphreysLauren,No issues with printer so far. Love  that I can print from app off my phone and laptop at home. App and set up are great and I love all the different things you can do!,au,2024-09-09T23:09:12-07:00,11708246033,5,Works like a treat!,17.26.1,0,0
fgtupn,"Changes its mind. Will not connect consistently, have to do lengthy workarounds. Would not recommend this printer. Hp yes but not this one!!",au,2024-09-07T16:12:30-07:00,11700259229,1,Frustrating to connect,17.25.1,0,0
Reddie s,Each scan consuming too much time. Lot of trouble while printing and every time wifi got disrupted.,au,2024-09-04T01:31:48-07:00,11687171740,1,Worst printer,17.25.1,0,0
Surya porwal,I love it,au,2024-09-03T10:38:12-07:00,11685167326,5,I love the idea of having a lot of technology,17.25.1,0,0
Printer1000mmm,Hard to use drops out not connecting,au,2024-08-27T21:03:17-07:00,11660926686,1,Non functioning,17.20.1,0,0
Forfucksakewillthisdo?,"The previous system was better when scanning multiple documents because Auto Batch sometimes only wants to scan a small part of the page instead of the whole page which you could trim down if desired.
Otherwise I love your app it’s very useful and recommend it to others.",au,2024-08-23T05:47:36-07:00,11643438061,4,Scanning multiple documents,17.20.1,0,0
Rosalina M,Bad printer.,au,2024-08-22T19:14:46-07:00,11641870768,1,Bad,17.20.1,0,0
Bidaos,Best introduction i’ve ever seen b4. Such a smart printer,au,2024-08-21T03:34:08-07:00,11635050251,5,Very Good,17.20.1,0,0
C70 christo,"I just purchased the HP Envy 6000e. I had it installed and printing within 20 minutes.
The app was quick and easy to install with simple commands that had the printer operating perfectly. Big thumbs up👍",au,2024-08-20T01:03:21-07:00,11630893158,5,Simple and quick,17.20.1,0,0
Dotor pannu,Not upto the standards,au,2024-08-15T01:28:46-07:00,11612029293,1,Printer,17.20.1,0,0
fmdodenend,Horrible experience so far- wish I'd never bought it!,au,2024-08-11T05:58:01-07:00,11597336292,1,Painful & Annoying,17.20.1,0,0
Need more free apps,"You send a document for printing, it says wait for document to be sent, it then says it waits for a response from the printer, and then says job complete.

Yet nothing ever prints, and the printer has no records of receiving any jobs.

Love it.",au,2024-08-09T03:09:35-07:00,11589596659,2,Printer has been “sent job” but nothing is printing,17.20.1,0,0
Mohammedabrar13,A seamless experience!,au,2024-08-07T18:21:18-07:00,11584554247,5,Review,17.20.1,0,0
Mr pompom,Printing is very light hardly readable,au,2024-08-04T19:21:59-07:00,11573337378,1,Hp envy printer,17.20.1,0,0
Soulsy,A really great and functional app. Would work better with a scanner if it could recognise multiple photos at once and scan them individually.  All other functions are really great.  Works well with phone camera and linked scanner,au,2024-08-04T18:46:21-07:00,11573249277,5,Almost has it all,17.20.1,0,0
kelcoo80,Need to save and go into app for all of document to print,au,2024-07-30T17:53:55-07:00,11553872721,1,App required,17.20.1,0,0
