title,review,rating,userName,date,version,country
Such a terrible experience,"It worked reliably for like a week. Now if I wait 2 weeks the printer doesn’t know how to connect to my devices anymore and despite looking visibly on, all my devices say it’s online. It takes 30 godforsaken minutes every time I need to reintroduce my printer to the network and to my devices, and every time I repeatedly have to tell them I don’t want to sign up for their subscription service. It’s misery.",1,bj00d,2025-06-14T15:03:21-07:00,1.20.5,us
HL 3280VDW,"I have this printer for a week. The first time connected with no problem, was able to print some papers and that was it. After the connection always drops. Returning it",1,Cute mama,2025-06-14T09:55:41-07:00,1.20.5,us
Help is not great,Difficult for basic user to understand and help is not clear - try to sell you toner service vs troubleshooting,1,glad kat,2025-06-13T05:20:37-07:00,1.20.5,us
Mobile connection,I cannot keep this thing connected to my phone. I have to download anything that I want to print and open it in the app. It will not allow me to just direct print it.,1,Somuchfortechnology,2025-06-12T10:37:30-07:00,1.20.5,us
"Bad UI, Buggy Initial Setup",Spent 5+ hours trying to get the printer connected to Internet. Extremely time consuming and not worth the purchase.,1,TamableLion,2025-06-04T17:41:05-07:00,1.20.5,us
複印機,操作系統優,5,彭错多吉,2025-06-04T15:33:24-07:00,1.20.5,us
Wake up hello wake up,"I used to think brother printers were the best. Now every time I go to print a single page, I have to go wake my printer up. Apparently, from what I’ve read no way to turn this function off. I just want to print.",1,Urban Cowgill,2025-06-04T09:04:19-07:00,1.20.5,us
Annoying,Doesn’t print from web browser automatically,1,ina mo,2025-06-02T18:04:12-07:00,1.20.4,us
Photos,"Stupid I have to send phots individually from Windows photos to this app to print. Other printers you just select print, no need to go to an app.",3,clipit,2025-06-01T10:37:43-07:00,1.20.4,us
You can no longer use iprint,"Because you the company changed the iprint to mobile connect, I have difficult printing",3,rkoehk12,2025-05-30T16:15:04-07:00,1.20.4,us
Easy and amazing,Just like the tittle easy and amazing,5,Cynthiawilltakeyourman,2025-05-28T19:18:39-07:00,1.20.4,us
Photo not in color,The Mobile Connect with the driver for my HL-L3280cdw color led printer does not let me print photos in color. Even the preview is in b&w. What’s the point of having a color printer?,2,wontletmepost123,2025-05-26T14:24:54-07:00,1.20.4,us
Seamless,This is a great app! I have always been happy with my Brother printer and recently started using this app. It “just works”. It’s to the point and gives you enough options.,5,Babaa Ganoush,2025-05-22T07:53:44-07:00,1.20.4,us
Advanced Connect Failure - no support,My HL-L6210DW-T will not connect for remote access. There is no support info available for this error. This is a must feature for a printer of this cost. Maybe a bad review will get some type of support. Brother has truly disappointed me this time - I am a 15 year brother user with 8 active brother printers at this time. Finally got it to work for exactly one day! Yay that’s so reliable NOT,1,ToddCouv,2025-05-11T13:38:31-07:00,1.20.4,us
Brother Print,"Printer was easy to set up, easy to use and has made our home printing needs a thing of the past.",5,Adox3,2025-05-11T04:45:32-07:00,1.20.4,us
Huge challenge,Disappointing that I have to download to a PDF and save them to my phone and then I can only print I can’t go to print directly.,1,Languist,2025-05-08T08:18:20-07:00,1.20.4,us
I bought an air printer that’s now an app printer,"I bought an air printer and now it won’t print unless I use the app.  So now I have to open the app, pull up the document…What a PITA!  I dumped my HP because of this and now I am miserable again.  Hope Brother gets all of the dang data they need to provide a way better product for less money!  That’s a joke.  No company uses my data to help me out.",1,Faelinn740215,2025-05-07T13:51:58-07:00,1.20.4,us
Absolute slowest printer I’ve ever dealt with,I am over here suffering trying to make one print for my daughter so she can be happy and printed so perfect for 24 hours and now it takes 10 minutes to print one picture it disconnected from the Wi-Fi over and over and over. I’m not having a good time here. I’m ready to break into pieces and return it.,1,Enjoy waiting for prints,2025-05-06T18:04:02-07:00,1.20.4,us
Coded by Dummies?,"This app shouldn’t exist.  It was outdated in 2010.  It is horrible, and only randomly does what it claims to do.",1,CbusFarmer,2025-05-06T17:12:47-07:00,1.20.4,us
Loving it!,"This MFC is just awesome. I’m a fan of Brother printers, and this one is yet another hit.",5,Keelacourse,2025-05-06T11:14:42-07:00,1.20.4,us
Worthless and buggy,This app is terrible and so is the support offered on the website. It doesn’t offer clear solutions to get your printer connected to WiFi. If you go to the website all the FAQ offers is a redirect back to the worthless app.,1,Shooter McGavin 101,2025-05-06T08:06:45-07:00,1.20.4,us
Mmmm,Máquina complicada para hacer un trabajo no recomendable,1,Lazaro1212,2025-05-05T20:06:22-07:00,1.20.4,us
Not connecting to my printer,No matter how many times I reconnect my Brother Printer it’s still telling me to disable the privacy separations,1,Pistachios1234,2025-05-03T23:51:24-07:00,1.20.4,us
Meh,Too weird and complicated.,2,Tom90844,2025-05-03T08:35:53-07:00,1.20.4,us
Good printer,Wonder full app to print out stuff,5,Kaitlyn  Lopez,2025-04-30T18:26:19-07:00,1.20.4,us
"works, but …",scanning seems to be limited to 300dpi.  Entire app is very intrusive and wants to sell you things and get you to create accounts at every opportunity.,2,evjofrjdhbhjf,2025-04-21T13:24:23-07:00,1.20.4,us
It just stopped printing.,"I tried to reinstall the app but it just keeps sending you round in circles. My laptop home computer prints to the printer fine.
I’m going to try to find another app.. it used to work great. Disappointed..",1,Another No One Again,2025-04-21T07:23:03-07:00,1.20.4,us
Printer connection,"It’s connected, but won’t let me print.",1,Ⓜ️🚀Ⓜ️CHATTER🛸,2025-04-17T15:40:33-07:00,1.20.4,us
Can’t print,"Bought a HL-L2405W and it doesn’t show up as a Bonjour printer. This stuff is supposed to just work, not require an app. So I get the app and am able to print once and then it stops working. This should all be easy at this point.",1,a random John,2025-04-16T06:20:58-07:00,1.20.4,us
Awful awful awful,Garbage.  Im manually typing in my wifi password on the printer bc Brother software is so horrid,1,H@plo,2025-04-14T07:52:49-07:00,1.20.4,us
Scan option removed,"Installed this app on both my Windows 10 laptop and IPad Pro and for whatever reason the ability to scan after adding my MFC-L3780 was removed completely from the app. I can only scan files to my laptop. I save my files to both devices but it is so sad that I can scan only from my laptop. No problems printing from the iPad Pro though, however on the laptop I can only use the iprint and scan app to print and scan. Because of these “hiccups” I am giving this app 3 stars.",3,ZeldaHyrule1985,2025-04-11T01:32:14-07:00,1.20.4,us
Brother Works Very Well,I am enjoying the printing process. Printed my first report.,5,Easy love 2,2025-04-10T17:46:50-07:00,1.20.4,us
Photographer,Pictures are so life like. Better than taking to be developed.,5,Brian1040,2025-04-09T18:57:22-07:00,1.20.4,us
Used for be great,"Latest
Update you guys managed to f this up. Awesome!",1,b747pilot,2025-04-07T06:31:03-07:00,1.20.4,us
Doesn’t work well,"First of all, it doesn’t matter how many times I try to update the new firmware it does not work. Still won’t print using mobile connect on my phone. Overall not a great experience.",1,M.B. 13,2025-04-06T07:14:18-07:00,1.20.4,us
Lazarus,What an amazing tool to print on demand and with the simplest of ease!,5,Milan-ascend,2025-04-05T12:03:39-07:00,1.20.4,us
Very Happy!!!,It’s fabulous - the best printer I’ve ever had!!!,5,MooseLoonlake,2025-04-05T06:59:30-07:00,1.20.4,us
Terrible,Setup won’t work.  Frustrating lack of support,1,Trey Johnston,2025-04-05T04:53:25-07:00,1.20.4,us
Like it!,Easy to download and activate!,5,Autofraud Fixer,2025-04-04T06:14:28-07:00,1.20.4,us
best printer so far.I was in another state an printed.,awesome.😁👍,5,cool joe😎,2025-04-03T15:26:25-07:00,1.20.4,us
Needs more options.,No troubleshooting tools are included.,1,seeker757,2025-04-03T15:12:59-07:00,1.20.4,us
Ya no imprime,Ya no imprime,1,Denigrech,2025-04-02T09:34:15-07:00,1.20.4,us
Surprisingly pleased,"Usually nothing ever works when it comes to a mobile app, especially when it has to connect with Wi-Fi and a printer. This is the usually the case with anything that I buy and anything that I try to do this with. This has surprised me because it actually works. A+.",5,MEU SNIPER,2025-04-01T13:30:25-07:00,1.20.4,us
New Brother MFC-L3720CDW,This machine makes printing pictures from my phone terribly difficult.,1,Tammy B2345,2025-04-01T07:10:56-07:00,1.20.4,us
Connection,Print does not content well to all devices.,1,informed lady,2025-03-31T19:46:51-07:00,1.20.4,us
No scan,The app allows me to print but not scan,1,dp4u2,2025-03-31T11:40:27-07:00,1.20.4,us
Waste of money,"Installed a year ago
Just goes offline whenever it wants. Good basic printer with terrible software that just doesn’t work with ios or android 
Pls go for general brands but this 😡",1,Raj Gulat,2025-03-31T04:14:01-07:00,1.20.4,us
Brother printer,"It’s fast, I love the printer.",5,perez131,2025-03-30T11:11:32-07:00,1.20.4,us
Great Printer And Interface,"I recently purchased a Brother MFC-J1010DW printer for $99. I am so glad I did! It was easy to set up! The black and white and color copies are decent and wireless printing is great! I am about to run out of the black introductory ink cartridge, but am fine with that, since replacement cartridges are available at a decent price.",5,jandrgold,2025-03-30T07:21:14-07:00,1.20.4,us
"The pitch says I can do it, but the app won’t let me","“Brother mobile connect” has one use for me, to connect to my Brother printer when I’m not in the house.

Specifically, I want to print stuff on my mom‘s printer for her without flying to Detroit each time. 

I can certainly set this up by using a dynamic DNS registration and a VPN to a remote server, but I want to do what both the printer and app says that it can do ¯\_(ツ)_/¯ 

I almost got it to work once, but it wanted me to type a passcode that was displayed on the printer, and I couldn’t get my mom to try downstairs, put on her glasses, and read off the code at the time. But now I’m in the same house, and I can’t get it to do that anymore.

So I think the functionality is there, and the blame rest entirely on a terrible horrible interface. 

I would give this app less than one star if I could.",1,JTW90210,2025-03-29T16:16:05-07:00,1.20.4,us
"Printers are bad, app is just as bad",Absolutely nothing I have tried has worked to connect. Had this problem with multiple of their printers. It’s as if they’re made to fail.,1,pvrgatorivm,2025-03-28T16:40:19-07:00,1.20.4,us
Printer,Pretty nice,5,Mr. GHOST KILL 999,2025-03-28T16:25:02-07:00,1.20.4,us
Very Opstimistic,"This app have all I need to reduce my workload, thnx all the Brother team",5,Sogás,2025-03-28T15:05:49-07:00,1.20.4,us
Fantastic Printer,The best printer I have used so far …. A must have,5,Rany4,2025-03-26T23:00:08-07:00,1.20.4,us
Scanning or copies so easy,I love to use my extra time when I  scan and send documents so fast!,5,akirekitkat,2025-03-26T17:22:35-07:00,1.20.4,us
Horrible,Everything about the connectivity of this printer to a computer or phone is bad. Clunky at best.,1,Top O tha Mountain,2025-03-25T15:57:36-07:00,1.20.4,us
Started printing the previous job again even though it was incomplete terrible waste of pages,Not that happy with this app. I didn’t have to use an app with my last printer and it never screwed up,1,19cat60,2025-03-25T12:32:43-07:00,1.20.4,us
"Ok, but could be improved","I love the Brother laser printer, L2480DW.  I tried the manual wifi password and it showed connected but the mobile app would not see it.  I next tried the Wps technique using this mobile app.  It also connected, but the app again failed to see laser connect.  After many Internet searches I discovered that you MUST power off the laser for at least 15 seconds and turn on. (There is no reason that this information is not shown during the process.) The mobile app now saw the laser and connected. 
I got notices that there was a firmware update available on the LCD.   I very carefully followed instructions on the laser LCD and waited as instructed for it to complete.  
The mobile app now saw the laser. I registered the printer using an iPad.  Easy! 
I tried to add this device on an iPhone on same WiFi.  The app would not see it and appeared to want me to enter the WiFi data again as if the printer was never connected.  Several days later I opened the app on the iPhone and managed to see the printer and connect.  What I did I can’t duplicate as it was not clear.

On the top of the LCD display I keep seeing enter a new password.  I ignored this for now. 

I loaded the windows 10 driver from the OEM Brother web site.  Too much bloat wear, but the windows 10 system prints fine.  

Apple AirPrint works perfectly.  So does the printing from this app. 
I can’t comment on the other app features! 
More later",4,Mr#FIXER,2025-03-22T12:16:11-07:00,1.20.3,us
New printer,Print from phone is awesome!,5,Ennui forever,2025-03-21T11:26:26-07:00,1.20.3,us
"I love, brother printers",The brother mobile app is so easy to use to scan documents via email text or other means. Brother printers are the best.,5,jfm1955,2025-03-16T13:56:57-07:00,1.20.2,us
EZ subscription,Anyway to grt rid of annoying EZ subscription ads ?,1,Kannaiyan,2025-03-14T10:03:43-07:00,1.20.2,us
Great product,I really like this product. Its very easy to use and has a very good quality,5,Zach Pica,2025-03-13T15:30:35-07:00,1.20.2,us
Garbage.  Do not buy brother,App does not work.  Machine won’t print.  Returning. Will never buy this brand again.  Absolute junk.,1,mattiplyier,2025-03-11T10:23:39-07:00,1.20.1,us
Would not print page 1 of 2,Basic function not working to print page 1 of a 2 page doc need to deselect page 2 and only select page 1 can’t imagine how you do a 3 page doc:),1,Appuserlinda354,2025-03-10T09:00:31-07:00,1.20.1,us
Dream Come True,It is a software dream come true!  It can be counted on to work every time.  Thank you!,5,rbreit2000,2025-03-07T11:42:26-07:00,1.20.1,us
Question printing from an iPhone,"I want to be able to type up a letter in the body of an email in my iPhone,copy and paste it and be able to send it to the Brother printer via the app to be printed. How do I do this?",3,Streaming ...,2025-03-07T08:16:06-07:00,1.20.1,us
Doesn’t connect to pc,Frustrating when instructions don’t match lcd screen.,1,suckered by expedited delivery,2025-03-06T18:21:47-07:00,1.20.1,us
Doesn’t Work Anymore -Unsupported,"Use the Brother App with the Blue Icon called iPrint&Scan. Worked flawlessly and connected to my printer without any fuss. Also, doesn’t cost anything and doesn’t ask you to pay a subscription or trial.",1,Brapalap,2025-03-06T07:50:48-07:00,1.20.1,us
Slow confusing install,Very slow install and confusing. At times you have no clue if anything is happening. To top it off after all that the printer didn’t work!!!,1,ken5297,2025-03-03T19:28:43-07:00,1.20.1,us
JD,This little multipurpose center is amazing. It does very well for all the functions that it was designed for for a home center. This is just what I needed. Thank you very much.  YT. JD,5,Jim-JR,2025-02-27T06:05:00-07:00,1.20.1,us
Bloatware,Stop trying to sell me stuff. Stop forcing features behind registration. Slow to print from phone to printer compared to old app.,1,Jasgabeman,2025-02-26T08:58:46-07:00,1.20.1,us
My printer is not supported,I wish I had known that before that my Brother printer wasn’t supported HL-L2300D (if I remember correctly),1,Cavetrollhead,2025-02-23T14:11:25-07:00,1.20.1,us
Annoying Requests to Subscribe,Printing isn’t a service. I buy the printer and use it. When I need supplies I buy them. Having the app constantly try to get me to subscribe to refills is annoying and the settings to shut it off are buried and confusing. Fire the marketing team that approved this.,1,Turbo 503,2025-02-22T07:05:56-07:00,1.20.1,us
Huge disappointment,"Inability to select two-sided with my printer via the app is a huge fail for my needs. The newer printer doesn’t work with the older (much superior and simpler, big surprise) app, so I have to use this one. But selecting double sided via the printer is not convenient. It should be possible to do this via the app. If this is user error, then mea culpa, but it sure seems to be missing.",1,ohffsgoaway,2025-02-21T15:20:52-07:00,1.20.1,us
Has potential but….,"We have had this for 3 days now. The first day everything was great. We could print from different rooms no issues. After day 1…things went down hill fast. Our devices could pick up that the printer was there but it wouldn’t print. After many tries it finally would connect. Day 3, we had to reinstall the printer to our devices to get them to work. Even then, a few hours later it was back to not sending anything to the printer. I don’t have a computer that I can connect the printer to, just an iPad so it’s frustrating that I can’t always print what I need for school/teaching and other needs. Here’s to hoping day 4 will be better, but if day 2-3 is any indication, I’m not holding my breath.",2,*38*,2025-02-19T13:16:21-07:00,1.20.1,us
Pretty Awesome,Way better than HP so far!!!,5,XBreezy3,2025-02-18T14:16:10-07:00,1.20.1,us
After just a few years,I haven’t had this printer long. Initially it seemed pretty easy to set up through the apps so i could print off any device in my home. I changed Internet providers and I’ve spent hours trying to connect it through every means and there’s nothing in here to help me.,1,love the winter,2025-02-18T06:14:01-07:00,1.20.1,us
Caber,Excelente,4,Mcuadra V,2025-02-16T08:04:21-07:00,1.20.1,us
So far so good,I will have to see if it actually printed the document,5,V.G driver,2025-02-15T10:49:09-07:00,1.20.1,us
Printer HL-L2460DW,I have had nothing but trouble with phone to printer it keeps saying can’t print turn off and then turn on,1,Sr. Deacon,2025-02-14T11:48:41-07:00,1.20.1,us
Can’t print from email or text,Can’t pint from a email or text From my Iphone,1,mikahay,2025-02-13T18:20:16-07:00,1.20.1,us
Bad,Took forever to connect to WiFi,1,Alfaniman,2025-02-07T19:09:43-07:00,1.20.1,us
Doesn’t work anymore,I used to love this app and used it every single day. I had to change my review to 1 star because for over a week now the app will not open. VERY frustrating since the machine itself has no screen to read or anything. So I can no longer print from my phone.,1,Nicoaks1124,2025-02-06T10:19:37-07:00,1.20.1,us
Set up,Way too difficult,1,noname hate rhat,2025-02-05T07:12:49-07:00,1.20.1,us
I would like to have a phone number to speak with a living human being.,I would like a customer service number to be able to speak with a person.,1,nikiermd,2025-02-02T09:32:46-07:00,1.20.0,us
Great quality printer,"The printer gave me no problems when setting it up. Overall, the quality is really good. I love that the double sided feature is automatic.",5,BNDavis0,2025-02-01T14:38:54-07:00,1.20.0,us
It’s so easy,I use my iPad a lot.  To be able to print from it makes my life easier.,5,Ms Kate G,2025-01-31T14:17:10-07:00,1.20.0,us
Stopped my. Printer,"Down loaded the app, turned on the printer enter the info. Connected to the printer. Went to print my first document, app said “need to update firmware” I said ok it started the update printer shut down and now it WILL NOT power back up. I tried everything, unplugged several times, left unplugged for 60 seconds, held down the start and option keys like it says still no reset. Called company (brother) they say, because it was the “app” they aren’t going to fix it under warranty. so now I am out a 10 month old printer",1,Tkdkelly,2025-01-29T15:53:37-07:00,1.20.0,us
Brother app = trash,This app and the divers for desktop PC completely wrecked my laptops ability to connect to ANY Wi-Fi networks at home and work. I’ve had professional IT staff work on my machine and he cannot fix it. If I cannot connect to the printer they are going to reimage my laptop. Completely wipe it! Because of a trash app. Stay away!,1,Djdhsvenxks,2025-01-29T12:29:14-07:00,1.20.0,us
My MFC4335DW printer,It is wonderful to know that you could print from any were at your convenience in all your devices I have to say Brother product  to are the best ever since I know about needing a printer it was Brother printer  that come home with me great job Brother company,5,Bighampop,2025-01-29T10:14:05-07:00,1.20.0,us
Best out there by far!,Zero issues installing from iPhone and then PC! Both print and scan flawlessly   First laser printer and I can’t believe I waited this long win never go back to inkjet I’ve owned brother printers for past 15 years and will continue buying! Highly recommended WiFi works great with mesh nodes even in basement   Go buy,5,Nitemare2123,2025-01-28T17:37:03-07:00,1.20.0,us
Better Than HP!!!!!!,"Very simplistic, straightforward, and buying cartridges for printing is very cheap very sturdy and stylish looking too",5,DSL 1986@,2025-01-26T08:02:33-07:00,1.20.0,us
WILL NOT CONNECT!!!!,Will not connect to mobile phone,1,AIRLIVES,2025-01-20T11:38:57-07:00,1.20.0,us
Advanced settings hard to get to,I had to fiddle around a little too much to get the print to come out like I needed. The borderless default was the culprit. There should be some automatic fit to size or print to scale options.,3,Max_a_moose,2025-01-18T17:47:59-07:00,1.20.0,us
I love this printer.,The remote start can’t be beat.,5,Jim’s Printer,2025-01-18T12:14:40-07:00,1.20.0,us
So good!!,I can print when I am away and at home without going on computer,5,AnimalsMemesCo,2025-01-09T16:16:09-07:00,1.20.0,us
Brother MFC-J1010DW review,"Honestly the best printer/scanner I’ve ever used in my life! I can connect it to anything, my laptop, phone, iPad, etc! Makes my life and work 100 times easier!",5,Texas96797,2025-01-09T13:29:16-07:00,1.20.0,us
Doesn’t work,Cannot use with my mfcl3765,1,jvptime,2025-01-08T16:39:49-07:00,1.20.0,us
Yeeeeck,Not user friendly.  Irritating,1,578@43213,2025-01-07T06:31:43-07:00,1.20.0,us
Garbage,Every few weeks messes up and cannot connect or print over wifi. Just a dead piece of weight and only good to use as a copier.  Last time I had a Brother printer was same thing. I suppose need to buy a different brand next time.,1,Panrak,2025-01-06T15:57:01-07:00,1.20.0,us
Works perfectly!,"Works perfectly with our Brother LC404 printer (which is by far the best budget/family/small business printer on the market—believe me, I’ve gone through many).",5,Fritzio,2025-01-06T13:08:02-07:00,1.20.0,us
Printer,Can’t connect,1,Toxic525,2025-01-06T04:18:56-07:00,1.20.0,us
Review,Smoke and easy to navigate,5,Not me is me,2025-01-05T22:53:55-07:00,1.20.0,us
Extremely disappointed,"Sadly this continues to kick itself off the WiFi, completely incapable of printing wirelessly. I could have paid $30 for this type of qualify but instead we blew $300. Disappointing to say the least. 

Very out dated and remedial technology.",1,Greg Franks,2025-01-03T15:50:53-07:00,1.20.0,us
Complicated with poor customer service,"I am incredibly frustrated with the HL-L3220CDW printer! I purchased it specifically to print brochures from my iPhone and iPad, expecting a seamless experience. When printing from my laptop, I can easily orient the print upright on both sides of the page. But when I try to print from my iPhone or iPad, one side is upright while the other is upside down.

I reached out to customer service multiple times— both via phone and chat. Initially, I received a call back, but we lost connection right after I explained the issue. I request another call back, but it never happened. The agent I communicated with through IM seemed to know just as little about the printer, which was incredibly frustrating.

I strongly advise anyone considering a brother printer to look for a more user-friendly option with clear instructions and manuals. Save yourself the headache!",1,Eunnielee,2025-01-02T09:10:22-07:00,1.20.0,us
Complicated,Very tough to understand and make it work,2,vnethi,2024-12-25T11:53:49-07:00,1.20.0,us
No luck,Just purchased printer can’t connect won’t find printer,1,Virgil dai,2024-12-22T12:37:30-07:00,1.20.0,us
Not functioning as drscribed,"Cannot get the mobile app to connect the machine to the wifi despite correct password (tried multiple times, triple checked spelling, connected to same wifi as phone). It works only when I manually enter the wifi from the machine itself. Bothersome at best.  Printed a test page from a file on my phone - not sure what the app is supposed to do as it seems I can manage what I need without it and it's not working as described 🤷🏽‍♂️",2,KuriousKat999,2024-12-21T12:28:39-07:00,1.20.0,us
App finally loaded & functions well,"I was forced to switch over to this app once I upgraded to the newest brother all in one MFC machine. On the umpteenth download, it finally opened, connected and is functioning well between my devices and brother all-in-one.  Brother reached out to me after my initial frustrated review.  I appreciate their effort and reaching out advising me to go to Brother support for help.",4,"heatben,",2024-12-21T05:59:26-07:00,1.20.0,us
Brother,HL- L2460DW,5,Unió de Tula,2024-12-17T21:25:08-07:00,1.20.0,us
"Not like other printer apps.  Barely works, won’t scan","All they want to do is sell more cartridges and not provide functionality, like scanning printing, and sending things back to your laptop or phone",1,trailsideb10,2024-12-13T08:26:44-07:00,1.19.0,us
Glitch Mob 2000,"Its obvious the people making the app and the printers themselves are not using their own tech. 

Get it together Brother.",1,I Hate Glitches.,2024-12-04T12:54:19-07:00,1.19.0,us
Works great.,It’s a nice printer and it prints great.,5,Rakirkpa10,2024-12-02T11:53:02-07:00,1.19.0,us
Photo to print,This photo was a little hard to select and first attempt to print gave an error message of sorts.,3,Longtime RJP client,2024-12-02T08:42:18-07:00,1.19.0,us
Won’t open,App crashes within seconds on iPad,1,JakeTheShrink,2024-11-28T12:36:08-07:00,1.19.0,us
Invalid email,Registration won’t accept a .us TLD. Many features don’t work without registration.,1,Xsspd2004,2024-11-25T13:30:44-07:00,1.19.0,us
Scanning is a nightmare,This device isn’t user friendly. Everytime I try and scan to email it presents another issue thus taking me hours to scan a document.,1,RonDu2025,2024-11-25T13:10:02-07:00,1.19.0,us
Mobile Connect ( IPhone ),iMac,4,dpr365,2024-11-21T13:10:39-07:00,1.19.0,us
Scan,Very easy,5,pennycolombo,2024-11-21T11:02:55-07:00,1.19.0,us
Does not connect,Very frustrating with the printer not connecting to WiFi,1,April929,2024-11-14T19:17:03-07:00,1.19.0,us
Brother,It is a really bad app and printer over all it is very hard to set up and instructions are never clear,1,Grace.alv,2024-11-12T16:54:57-07:00,1.19.0,us
Slow,Extremely slow and you need an app to print. Better to get a Bluetooth printer.,1,sskfnfhuick,2024-11-11T10:31:06-07:00,1.19.0,us
"Works, kinda","One of the big advantages of a laser printer like this is the ability to remote print when out of the office. 

Generally, Brother printers produce good output with low running costs. 

But the software? That’s a whole different story. This app, in particular, does not reliably print documents off the printer’s home network despite  appearing to be connected to do so.",2,Yobyot,2024-11-10T13:23:31-07:00,1.19.0,us
Not reliable,Horrible app. Rarely works and I’m forced to use it. It’s a nightmare. I’m doing everything I can to get this company to stop using this.,1,Whatsup06,2024-11-06T14:09:22-07:00,1.19.0,us
EASY,This app makes my life and business so much easier.  I love it!!!!,5,Delivery Princess,2024-11-04T14:02:32-07:00,1.19.0,us
Wang,"Brother printer printed before, now it said could not find printer",1,Wailing1,2024-11-03T23:10:02-07:00,1.19.0,us
Crashes on start,"I tried removing the app and reinstalling, but it still crashed on start. I’m on iOS 18.0.1. Just avoid this app and use your Mac or PC to setup the printer, this app isn’t worth the time.",1,Gaoshancha,2024-11-03T10:02:53-07:00,1.19.0,us
App Lacking,With the App you should be able to choose the  WiFi connection and enter the password. Same also with the firm ware updates. Instead you have to input on the tiny screen using arrows?!,1,Keifer314,2024-11-01T04:11:23-07:00,1.19.0,us
Good little printer,"Simple black and white laser printer. Prints on both sides automatically. Works with my Apple devices phone, tablet, and laptop. The setup process is pretty easy although the little lcd screen complicates things a bit but with patience its workable. After using it for over a moth, I find it functional and reliable.",4,LPC2025,2024-10-29T15:18:16-07:00,1.19.0,us
"Junk, Brother Setup, Everything is Garbage",Eat it.,1,BryanBobby,2024-10-24T16:20:12-07:00,1.19.0,us
My office all in one,"It for looking for a brothers printer,copier, fax machine this is the best The directions were so easy to help me set up. The app is very simple and is really worth it! I can scan,print or fax on my iPhone",5,cajun girl 68,2024-10-24T09:31:59-07:00,1.19.0,us
Not full capabilities,I am not able control which paper tray I want to use.,2,Roady2020,2024-10-21T14:40:03-07:00,1.19.0,us
First brother,"Very cranky device. Erratic in wireless mode. Sometimes workable sometimes not. Off to support, and potentially sending it back.",1,Oncabot,2024-10-21T14:23:11-07:00,1.19.0,us
Doesn't work across Apple platform,iPhone app is may but brother printer doesn't work well with macOS and iOS and needs lots of technical work to can't use simply.,1,Travis_coner,2024-10-21T05:07:37-07:00,1.19.0,us
Brother MFC~J1010w,So far very happy with. Easy to use and I am terrible with WiFi any tech for that matter.,5,Tech Loser,2024-10-19T15:48:54-07:00,1.19.0,us
Annoying,"Fresh out of box ink cartridges lasted through print testing

Now are all empty

Seems like a ripoff to only be able to print 5 pages",1,Clintdapict,2024-10-19T12:25:58-07:00,1.19.0,us
Horrible interface to connect,Won’t let me connect to my laptop and mobile device…. Have to go through setup each time i want to switch.  App is filled with glitches that force-shut the app halfway through…. I’ll give it a couple days to see if I can get the support but something this expensive shouldn’t be this difficult to operate.  Very disappointed,1,verhaites,2024-10-14T14:29:52-07:00,1.19.0,us
No connection to internet,Keep getting error messages with app. It is connected to internet and I can print with other ways. The app doesn’t work,1,ttyyytr do nbh,2024-10-14T07:02:47-07:00,1.19.0,us
Super easy to navigate! Works great!!!!,I use this app all the time from my phone and it always works.  Super convenient,5,sanman13538,2024-10-12T06:55:08-07:00,1.19.0,us
Crashes on iOS 18,"Title says it, instant crash... and the link you directed me to is missing a hyphen and takes me to a malware site???? What are you doing??????? It should be brother-usa.com, without the hyphen takes me to iyfbodn.com, which is a known malware site. Do better, this is embarrassing for you",1,Dmickey321,2024-10-11T21:02:08-07:00,1.19.0,us
Horrible printer,Does not print,1,Annoyed***789,2024-10-04T13:04:04-07:00,1.19.0,us
Does not work with iPhone 16 Pro Max,The printer MFC – J1010DW does not show on the iPhone 16 Pro Max. I have installed and reinstalled the app. I have unplugged. The printer waited five minutes and plugged it back in. The printer shows up on an iPhone 15 Pro Max and a new iPad Air. Even when I put in the model number and the IP address it’s still cannot be found on the iPhone 16 Pro Max. Obviously there’s a problem with the app. I called Apple. They don’t have a solution. I am legally blind and tried the brothers chat and it does not work well with voiceover. I did not get any answers to any questions.,1,Geo Geo G,2024-10-02T18:00:06-07:00,1.19.0,us
Ink cartridges,After buying ink cartridges and replacing them the printer is not showing ink levels and I can’t print documents I need now I will have to go buy a HP printer,1,Charlie 4507,2024-10-01T08:55:54-07:00,1.19.0,us
Administration password,Administration password is impossible to change.send an easier way to do it.,1,Leenorbeanie,2024-09-30T12:01:47-07:00,1.19.0,us
Why,Too much setup and pop ups to print a document dont you think,1,Thisnicknameistakentayk,2024-09-27T15:58:59-07:00,1.19.0,us
App immediately crashes,"Downloaded this to my iPhone 14 Pro Max, running iOS 18.0. App launches but immediately crashes.",1,BigSlick,2024-09-27T05:36:21-07:00,1.19.0,us
Best mobile printing ever!,Welcome to 2024 - this app is a step up from any other mobile printing we have tried.  I previously tried an Epson and returned within a day the app the printer ...awful. Mobile printing a joke. The Brother machine and app are amazing. So happy with our purchase!!,5,melissaschapiro,2024-09-24T17:56:23-07:00,1.19.0,us
Printer is hard to get on line and stay on line,See above,1,Larrt1214,2024-09-23T19:45:55-07:00,1.19.0,us
Highly recommend,I love this printer as it is fast and easy to connect and set up. Currently in college and it has helped tremendously!,5,GGGirl18,2024-09-22T19:22:15-07:00,1.19.0,us
