source,date,rating,content,title,version
Google Play,2025-12-28 21:05:02,5,Awesome 💯😎,,20.2.0.6076
Google Play,2025-12-28 16:39:46,1,The fact that i'm taking time out of my day to write about how trash this app is speaks for itself. Its garbage. unnecessary garbage,,20.2.0.6076
Google Play,2025-12-28 16:16:08,1,"Absolutely hate it !!! Totally worthless. Got this and the printer plug in. In attempting to finish getting the software, it goes to a page that says by installing HP+ , you agree to... blah, blah blah. The page just stays there and goes nowhere and installation is incomplete. Just horrible.",,20.2.0.6076
Google Play,2025-12-28 16:00:35,1,"My printer, which currently prints wonderfully from other devices, will not print through this app. I get an error that ""tray is open or empty."" I have spent an hour troubleshooting. I have done everything recommended by hp online support and still can not clear the annoying gatekeeping error. This app and HP is not worth the wasted time, 1 star.",,20.2.0.6076
Google Play,2025-12-28 11:33:16,1,slow to send emails,,20.2.0.6076
Google Play,2025-12-28 09:00:07,4,"Weird that I have to use a windows or Mac computers if I want better scan results (apparently the max DPI on scanning is capped when I use this app) another weird this is gps location way on earth does a printer need that haha. Other than that, quite a good app",,20.2.0.6076
Google Play,2025-12-28 08:00:02,1,hp holds u hostage,,
Google Play,2025-12-28 05:39:37,5,good,,20.2.0.6076
Google Play,2025-12-28 00:35:54,1,wenn sie einfach nur machen würde es man vom ihr erwarte...,,20.2.0.6076
Google Play,2025-12-27 20:06:15,1,"Very poor technical support 😢 printer made by them doesn't have compatible with my tablet 1 year old, can't print it wish if I got brother printer instead the LaserJet M130",,20.2.0.6076
Google Play,2025-12-27 19:22:51,1,WOW!!!! You should explain that before you purchase this printer and try to connect with the app.....the initial setup will require a HOME wifi !!!! Mobile hotspot on your mobile device and your regular mobile data service are not compatible for initial setup...SO HOTSPOT INTERNET AND YOUR MOBILE PHONE CANNOT BE ACCESSED SIMULTANEOUSLY....basically your phone won't connect to it's own wifi hotspot so that printer and device setup will not work... turn on wifi hotspot automatically goes off.,,
Google Play,2025-12-27 19:06:20,1,Terrible app for a major company. Almost impossible to use.,,20.2.0.6076
Google Play,2025-12-27 18:34:09,3,"HP Smart was better. I have to launch the HP app and wake up the printer manually to print. Otherwise, it can take between 30min and never to print.",,20.2.0.6076
Google Play,2025-12-27 16:41:55,3,"after dec 2025 update, app no longer works. cannot print. finds printer but says printer not available. arggggg UPDATE: you need to re-add your printer (that is already there..but ok) before this works again",,20.2.0.6076
Google Play,2025-12-27 14:52:33,3,it's okay,,20.2.0.6076
Google Play,2025-12-27 13:43:28,1,HP is too intense and does print half the time,,
Google Play,2025-12-27 12:59:37,1,I hate every update. They seem to LOVE making PRINTING harder with every change. Would give zero stars.,,20.2.0.6076
Google Play,2025-12-27 12:05:04,4,"I'd like to see that you can format documents just like photos in the app, like resizing, etc. For example, by tapping on the image.",,20.2.0.6076
Google Play,2025-12-27 07:41:51,4,good,,20.2.0.6076
Google Play,2025-12-27 05:20:24,1,useless update printer not responding.,,20.1.2.5988
Google Play,2025-12-27 05:00:47,1,"I am in a hurry. need to print a page urgently. everything is online and it just wont print. I opened the program on my pc, went to print the document from the hp smart program and it still is not printing. poor quality sofftware. this is not the first issue that I have had with hp products.",,20.2.0.6076
Google Play,2025-12-26 18:59:48,1,I don't think it can be much worse,,20.2.0.6076
Google Play,2025-12-26 17:25:36,1,it won't even let you download it,,
Google Play,2025-12-26 16:26:17,1,doesn't print,,20.2.0.6076
Google Play,2025-12-26 09:50:20,1,My HP All In One Printer won't connect.,,20.2.0.6076
Google Play,2025-12-26 09:14:34,1,App update removes critical functions. The biggest issue is that you can no longer select double sided printing. I am using my Brother printer which has never required an app to work. HP also aggressively pushes creating an account for no benefit.,,20.2.0.6076
Google Play,2025-12-26 07:42:29,4,good app,,20.2.0.6076
Google Play,2025-12-26 07:17:58,1,Not compatible with chromebook,,20.2.0.6076
Google Play,2025-12-26 06:33:52,1,this app is very slow and annoying,,20.2.0.6076
Google Play,2025-12-26 00:17:04,4,"can you make it easier when resizing photos as it is hard to land on correct size, also to multiprint them when finished",,20.1.2.5988
Google Play,2025-12-25 23:14:57,1,print problem and scan,,20.2.0.6076
Google Play,2025-12-25 21:51:52,1,"I don't want to ""create an account"" or login just to be able to use the app.",,20.2.0.6076
Google Play,2025-12-25 20:37:20,4,"dear hp team, kindly add also id card scan features, like id front and back at same page or paper for best print and also size adjustment feature , which size I have to get print on paper.",,20.2.0.6076
Google Play,2025-12-25 12:20:41,5,Easy to use interface with the printer it came with. I'm very pleased with the capabilities of this home-sized printer.,,18.10.0.5530
Google Play,2025-12-25 10:40:57,1,very bad,,20.2.0.6076
Google Play,2025-12-25 09:03:53,2,Having trouble since the new app. Can't print a pdf directly from Adobe Acrobat on my Android phone. Also had trouble printing from my laptop until I re-logged into my account. Then it magically worked again. it seems very glitchy.,,20.2.0.6076
Google Play,2025-12-25 04:09:27,5,very very good faster,,20.2.0.6076
Google Play,2025-12-25 01:10:39,5,"New interface looks good and works well. This was a long time overdue! I'd say HP lost many a page due to the older useless apps. Suggest been able to make the printer tabs selection smaller or larger based on personal preferences, I'll go smaller. Good job HP! 😃",,20.2.0.6076
Google Play,2025-12-25 00:50:27,5,excellent but not working,,20.2.0.6076
Google Play,2025-12-24 22:18:43,1,"I cant use my printer now , I use my computer to print off sewing patterns and since the app is no longer compatibal with my computer I cant use my freaking printer",,20.1.0.5822
Google Play,2025-12-24 18:37:11,1,I got my printer today but it's saying it's incomplete when I already set it up already,,20.2.0.6076
Google Play,2025-12-24 18:22:20,1,"Stupid, not registering printer, then not even possible to delete account. 🤢",,20.2.0.6076
Google Play,2025-12-24 17:55:58,1,"my canon printer packed up and had to buy a new one. Purchased hp deskjet 4220e because the reviews looked good (whish I didn't). When I scanned for my printer, it couldn't find it, so I tried to enter it manually and it didn't recognise my model number. absolutely useless",,20.2.0.6076
Google Play,2025-12-24 17:17:05,1,Cannot even open the app... It says something went wrong...,,20.2.0.6076
Google Play,2025-12-24 14:57:22,1,"Trying to print a photo it shows ""waiting"" with no explanation.",,20.2.0.6076
Google Play,2025-12-24 11:45:30,1,Absolute trash. - Bad design ... can't find anything. - Constant connection issues. - No support available except a useless chat bot that doesn't ask enough questions ... just provided random suggestions that don't help.,,20.2.0.6076
Google Play,2025-12-24 11:30:47,4,pretty easy to install,,20.2.0.6076
Google Play,2025-12-24 11:02:55,1,"A sad replacement for simple and functional printers, and a reminder that smart devices were a mistake.",,20.2.0.6076
Google Play,2025-12-24 07:33:01,1,bad functionality and service. It disregarded print range and randomly prints what it wants. traditionally poor HP customer service.,,20.2.0.6076
Google Play,2025-12-24 01:07:35,2,I am having a bad 😞 time trying to pay my bill,,20.2.0.6076
Google Play,2025-12-23 19:50:45,1,never been able to connect can't find printer,,14.0.1.4091
Google Play,2025-12-23 18:20:55,4,Good,,20.2.0.6076
Google Play,2025-12-23 17:44:11,1,your app is always asking for subscription. Epson never does that,,20.2.0.6076
Google Play,2025-12-23 16:52:18,1,you need two apps for a single printer o' man I'm way to dumb for this,,18.0.1.5354
Google Play,2025-12-23 15:04:54,1,difficult,,20.2.0.6076
Google Play,2025-12-23 14:13:53,5,good,,20.2.0.6076
Google Play,2025-12-23 13:06:03,5,good simple and easy device,,20.2.0.6076
Google Play,2025-12-23 12:25:13,1,App keeps closing error message that the app has a bug. It can not find the printer even though it is connected to WiFi. very bad experience 😕,,20.2.0.6076
Google Play,2025-12-23 11:03:16,5,manage my phone number,,20.2.0.6076
Google Play,2025-12-23 10:24:32,5,great,,20.2.0.6076
Google Play,2025-12-23 10:02:53,5,Works well. Easy to use.,,20.2.0.6076
Google Play,2025-12-23 09:37:43,1,find out what technology was like 20 years ago! use our broken products to find out why home printers are on the way out,,18.10.0.5530
Google Play,2025-12-23 08:58:42,1,Having the hardest time reconnecting my printer. Have tried for 4 days. Do not like new app do ot Do. Not like new hp app at all. At least the old ones worked.,,20.2.0.6076
Google Play,2025-12-23 08:36:18,1,"terrible, makes the printer borderline unusable, can only print from the PC now",,
Google Play,2025-12-23 06:33:05,2,"I would certainly prefer NOT being FORCED to use unreliable WiFi over good old wire connection, but it works. Why can I only print PDF? Has anyone heard of .odt? I suppose not, but how about .txt?",,20.1.0.5822
Google Play,2025-12-23 03:59:59,1,"useless for setups, go back to to original HP Smart, had no issues, if i could i give it 0 stars.",,16.15.2.4462
Google Play,2025-12-23 00:36:47,1,Poor At Best!,,9.4.1.3
Google Play,2025-12-23 00:22:15,5,ok,,20.2.0.6076
Google Play,2025-12-22 18:37:18,1,can't ever print,,20.2.0.6076
Google Play,2025-12-22 17:33:09,1,"printer is connected to same wifi as my phone & laptop- is clearly online as its printing from my laptop- refuses to work with my phone- app is updated, phone has been rebooted- entire internet & printer has been rebooted app still saying ""printer is offline and now im just annoyed.",,20.2.0.6076
Google Play,2025-12-22 15:18:19,5,love that I can connect with my cell phone!,,20.2.0.6076
Google Play,2025-12-22 13:51:27,5,works good,,20.2.0.6076
Google Play,2025-12-22 11:40:52,1,works less than half the time edit. new update makes it work less than half the time if your even able to make it connect. it shouldnt take 5+min to load just to hopefully connect to be able to even select print,,20.2.0.6076
Google Play,2025-12-22 11:25:22,1,The worst,,
Google Play,2025-12-22 11:07:45,1,"the worst most disgusting app. The borders are left unprinted , essentially useless.",,
Google Play,2025-12-22 09:36:01,2,I never in my life had to pay to ise my printer seriously its dumb I have to pay for a subscription to use my printer and if I dont pay it than I can't use it! Great. its so frustrating just another thing some one wants money for!,,20.1.0.5822
Google Play,2025-12-22 08:09:20,1,"Utter rubbish, won't set up new printer",,
Google Play,2025-12-22 07:51:19,1,no funciona desde el celular.,,20.2.0.6076
Google Play,2025-12-22 05:23:32,1,dogshit app needs an account to do anything,,
Google Play,2025-12-22 04:27:45,1,"I just wanted a printer, not a semi-functional appliance with another subscription service with an account tied to it.",,
Google Play,2025-12-22 02:00:17,1,waist of time...,,
Google Play,2025-12-22 01:53:14,1,"Customer Data Breach !! why tf do I need to sign in with an ""HP account"" just to scan documents from my printer??!!",,
Google Play,2025-12-22 00:35:38,5,Well worth the time .,,20.2.0.6076
Google Play,2025-12-21 20:57:49,1,This app and the printers have become a joke. The printer doesn't exist on this app even though it is brand new AND when I went to download HP Smart on my laptop it gave it a massive bug that froze the entire thing. Never using them again. UPDATE: You company's bug fried my laptop. Thanks guys.,,20.2.0.6076
Google Play,2025-12-21 18:13:34,1,Doesn't work anymore. After changing from HP Smart to this app I can no longer print anything and I've had this printer less than 2 years. Plus they are taking my money every month for ink that I can't use because the app won't work. I'm ready to switch to Epson.,,20.2.0.6076
Google Play,2025-12-21 15:49:14,1,Pésima Experiencia. La aplicación es tremendamente inconsistente. Cuandobse envían varios trabajos de impresión a la impresora se bloquea y nondeja imprimir. Sinceramente no considero que sea buena opción comprar una impresora y pagar una suscripción mensual para pasar tanto trabajo. HP debería esforzarse en ofrecer algo mejor a sus clientes.,,20.1.2.5988
Google Play,2025-12-21 14:38:53,1,Terrible. I have tried on numerous occasions and just now hours trying to set up this printer. I repeat the same thing over and over again. I'm ready to throw it out the window.,,20.2.0.6076
Google Play,2025-12-21 13:44:09,1,"Seems to make it purposely difficult to find the number of Instant Ink pages which are remaining on your plan. They seem to want you to inadvertantly go over and get charged more. When you try to look at almost anything in the app it kicks you out to your web browser to sign in and look on their website, which makes you question why they even have an app 🤷🏻",,20.2.0.6076
Google Play,2025-12-21 12:24:48,1,"My printer can send me an email so I know it's connected to the internet. Why can't I print? Why does it always say my printer is not available? This app is terrible. Not being able to connect and print from my devices is rendering my printer almost useless. I can only use it to scan or make copies, neither of which I do often enough for it to be worth keeping. I won't be buying another HP printer or laptop.",,20.2.0.6076
Google Play,2025-12-21 09:53:05,1,Useless app. Doesn't do anything but take up space.,,
Google Play,2025-12-21 09:39:40,1,Requires account but sign in doesn't work. Can't scan on my own printer without account!,,20.2.0.6076
Google Play,2025-12-21 08:51:13,5,Neat app. Easy to print things,,20.2.0.6076
Google Play,2025-12-21 08:40:32,5,Great,,20.2.0.6076
Google Play,2025-12-21 06:19:29,5,good,,20.1.2.5988
Google Play,2025-12-21 05:56:39,1,"worst printer I've ever owned. prints randomly, if at all. needs resets to wake from sleeping mode.",,20.2.0.6076
Google Play,2025-12-21 02:36:02,1,"This app is specifically designed to test your patience. It is easily the most useless, counterintuitive and buggy app I've ever used. Slow, freezing, and lacking the basic features. You changed your WiFi password? Well, joke's on you, now your printer won't work. Update the password in the app? Lol no, we don't have that option there. How about you remove the printer from the app altogether and then spend 40 min reinstalling it and readding to the app again (took 2 attempts). Horrible",,20.2.0.6076
Google Play,2025-12-21 01:37:27,5,"As I see it, the Camera Scan facility within HP App is very intuitive and helps me a lot without asking many questions or without the need of searching for the location where the scanned file is saved. Very Good Indeed.",,20.2.0.6076
Google Play,2025-12-21 00:23:18,1,"This current app is performing far below expectations. Unlike the old app that scan (camera and printer), prints and a host of other functions. this update misbehave frequently. you can imagine an app functioning for a day and boom, it goes numb for 3 days",,20.2.0.6076
Google Play,2025-12-20 18:03:53,5,Very Good,,20.1.2.5988
Google Play,2025-12-20 12:13:37,5,was very easy to.set up,,20.2.0.6076
Google Play,2025-12-20 12:10:26,5,Great plug and ▶️,,20.0.1.5732
Google Play,2025-12-20 12:05:41,1,Tell me why I have to login just to print a document? Terrible,,20.2.0.6076
Google Play,2025-12-20 08:42:28,1,"my printer was working. So the idiots from Hard Pickles had to reinvent the wheel, create another app. why on earth should I sign in somewhere when I want to print a paper???",,20.2.0.6076
Google Play,2025-12-20 06:49:28,1,"Since up date !!! 2025 ( WHY ? ) ...& no changes to wifi / router / printer & have now lost all that should of been & was , unable to connect , which means unable to print (obviously)... plus all that I could do with my printer before ( copying only by manually feeds )",,20.2.0.6076
Google Play,2025-12-20 02:36:10,1,"I preferred HP Smart. I always have trouble printing, but when I would go to this app, click on pdf's, it would print. That option is no longer there and I cannot print. it always says my printer isn't available or connected.",,20.2.0.6076
Google Play,2025-12-19 23:42:28,1,Horrible! Why pay people to develop something that doesn't work and then publish it. Why? to inconvenience your customers? Who said the old version had to be replaced? Garbage!,,
Google Play,2025-12-19 18:53:47,1,won't print,,20.2.0.6076
Google Play,2025-12-19 09:24:56,1,MUITO MÁ,,18.5.1.5470
Google Play,2025-12-19 08:41:17,1,"most functions cycle and give me an ""error message"" when I try to follow links to the hp site, my browsers block the link saying it is ""unsafe"" and possibly a duplicate site.",,20.2.0.6076
Google Play,2025-12-19 08:29:15,1,completely wothless,,
Google Play,2025-12-19 07:51:39,1,it does not work with Chrome Pixle,,20.2.0.6076
Google Play,2025-12-19 07:46:27,1,updates break my printer connectivity,,20.1.0.5822
Google Play,2025-12-19 07:01:16,1,always getting problems,,20.2.0.6076
Google Play,2025-12-19 05:41:38,1,It sends you round in circles.,,20.2.0.6076
Google Play,2025-12-19 04:57:11,5,good experience,,20.2.0.6076
Google Play,2025-12-19 04:30:05,1,Awful convuluted and confusing software cannot run it from my pc. Pity I cannot give less than 1 star. spent nearly 2 hours trying to scan and email a file,,18.10.0.5530
Google Play,2025-12-19 02:59:45,1,"won't print documents from wps or docx from Android 14 and HP print service plug in shows up in the listing but its NON EXISTENT, got it to print by pasting it into my email then printing it very lame",,20.2.0.6076
Google Play,2025-12-19 02:45:56,5,good,,20.2.0.6076
Google Play,2025-12-19 02:16:16,5,it's so convenient and ez to connect to my printer!,,17.25.0.4906
Google Play,2025-12-18 21:15:21,5,easy great quick,,20.1.2.5988
Google Play,2025-12-18 20:36:35,2,wont update,,20.2.0.6076
Google Play,2025-12-18 18:41:24,1,It won't work,,17.35.0.5115
Google Play,2025-12-18 17:24:49,1,Forcing me to create an account is ridiculous. I know you're so thirsty for my info that your pants are getting tight but it's ridiculous.,,20.2.0.6076
Google Play,2025-12-18 16:30:59,1,pathetic! HP is probably the worst manufacturer right now. garbage products that don't work and always overpriced and paywalls. worst app ever,,20.2.0.6076
Google Play,2025-12-18 14:28:51,1,hp smart used to be a good app. you can't connect new mobile devices. I've only owned HP printers for probably 25 years and I am not going to use them anymore unless they can fix their app so that my mobile devices can use it. my tablet will still connect to the printer but you better be really close by because you only have 30 seconds to push the keypad button that pops up. so no more printing away from the house or from the other room in the house. this is the worst app for printing.,,20.2.0.6076
Google Play,2025-12-18 12:29:57,3,private print sucks (no way to disable)...otherwise good product,,20.2.0.6076
Google Play,2025-12-18 12:16:10,5,Super effective and efficient,,18.0.0.5318
Google Play,2025-12-18 11:55:01,1,"Need an account to print, HP has gone mental.",,
Google Play,2025-12-18 11:52:54,5,good,,
Google Play,2025-12-18 11:47:28,2,"Really poor app. A constant struggle to get it to recognise my printer is on and connected to the WiFi when it definitely is. User interface is unintuitive in several ways. No wonder they removed ""smart"" from the name.",,20.2.0.6076
Google Play,2025-12-18 09:51:57,1,"So many apps, so few work.",,20.2.0.6076
Google Play,2025-12-18 09:50:23,1,app does not work for me. loading screen just keeps going whilst trying to print,,20.1.2.5988
Google Play,2025-12-18 09:47:57,5,Excellent app!,,20.2.0.6076
Google Play,2025-12-18 06:47:35,5,best printing app so far,,
Google Play,2025-12-18 05:57:36,4,always room to grow/improve.,,20.2.0.6076
Google Play,2025-12-18 04:02:54,5,"Hp have produced a Top notch App Excellent here, I've used a few manufacturers apps the last one being (Epson totally Awful). I returned to HP after many years using Epson & Canon Printers...but Wanted the Whole easy package so went for HP setup. so far we are blown away Awesome.",,20.2.0.6076
Google Play,2025-12-18 03:15:15,5,Great app,,20.2.0.6076
Google Play,2025-12-18 02:28:41,1,"Poor reliability and app limitations. The printer has frequent issues, but the main problem is the HP app. Print quality is inconsistent—shipping labels and documents often come out blurry, faded, or incorrectly formatted. From the mobile app, it is not possible to properly fix or control these problems. Important settings are missing or reset, and you must use a PC to access basic functions and achieve acceptable results. This is unacceptable for a modern mobile app unreliable , frustrating",,20.2.0.6076
Google Play,2025-12-17 22:23:19,5,friendly user,,20.2.0.6076
Google Play,2025-12-17 21:13:37,5,vertical b difficult to set up printer from my phone phone,,20.2.0.6076
Google Play,2025-12-17 15:53:26,5,good,,8.11.2.3
Google Play,2025-12-17 13:12:04,5,"so far really like using it, very useful for scans to be saved on mobile device.",,20.1.2.5988
Google Play,2025-12-17 13:08:11,5,works great,,17.35.0.5115
Google Play,2025-12-17 13:07:02,1,You removed the capability to scan from document feeder. My next printer will not be an HP.,,20.2.0.6076
Google Play,2025-12-17 12:40:16,5,good work for me,,
Google Play,2025-12-17 04:55:36,1,"app won't open at all. ""No such file or directory.""",,20.2.0.6076
Google Play,2025-12-17 03:24:49,4,ottimo app,,20.2.0.6076
Google Play,2025-12-17 03:05:36,1,printing from HP is a horrible experience. always takes hours to set up. never properly works. never buy this garbage printer,,20.1.2.5988
Google Play,2025-12-16 19:28:05,1,"As of today 17 December, 2025, if you are coming to download this app for mobile scanning, abort mission. The features has been removed.",,20.2.0.6076
Google Play,2025-12-16 19:02:06,5,not good now!!!!!! stopped working like it did. Has just stopped,,20.1.2.5988
Google Play,2025-12-16 17:58:49,1,"Enshitification enters overdrive as this app moves from ""mildly annoying but functional"" to ""a dumpster fire"". It cannot connect to any printers despite being on the same network. The printer itself is no better as it frequently loses connection in the middle of scanning to the app or network. Nothing else on the network experiences issues and the printer has line-of-sight to the wireless access point. I'm done with HP and done with their printers. Never again.",,20.1.2.5988
Google Play,2025-12-16 17:43:16,4,Great,,20.2.0.6076
Google Play,2025-12-16 17:41:38,4,A waste of time,,20.1.0.5822
Google Play,2025-12-16 16:28:09,1,Hair On Fire! What the hockey-puck did HP do? Kindly leave the *print* feature alone! Maddening to deal w/HP.,,20.2.0.6076
Google Play,2025-12-16 11:47:56,1,I've downloaded this app so I can use the printable options for like a calendar and stuff like that I've updated the app now it's not loading when I hit on it and I've given up with it multiple times I don't know what to do now.,,20.2.0.6076
Google Play,2025-12-16 11:23:04,2,I loved the app before this recent update. it's been a couple months and they haven't gotten the bugs worked out. I'm constantly struggling with getting the app to connect to my printer. when they get the bugs out and it works like it's supposed to it's awesome. especially the camera scan,,20.2.0.6076
Google Play,2025-12-16 09:43:10,2,difficult to manage and have a scanning printer that will not work with this app.,,20.1.2.5988
Google Play,2025-12-16 09:28:11,5,This Is a good website to go to,,20.2.0.6076
Google Play,2025-12-16 08:49:45,1,"when will it scan , at the day of judgement? . why can't I run it in local WiFi, oh wait🤭. then you won't get our important data , documents , id , art , photo . AI . ahahhaha",,20.2.0.6076
Google Play,2025-12-15 21:20:46,5,Wow it's good,,20.2.0.6076
Google Play,2025-12-15 17:19:05,1,"dogshit app, forces you to download an app and sign in just to print, very slow and doesn't load anything unless you have internet but your connected to the printers WiFi so you have to switch everytime. took me 30 mins to print one paper with really bad quality and random colours",,
Google Play,2025-12-15 16:53:56,1,i went in circles trying to get a printer working that was previosly fine until hp locked it out. i absolutely hate hp and all their products. the printer and this app are going in the trash,,20.2.0.6076
Google Play,2025-12-15 16:12:12,4,"A decent app, keeps you up to date with your printer, but I doubt its ink accuracy",,20.1.2.5988
Google Play,2025-12-15 15:44:20,5,easy to use.,,20.1.2.5988
Google Play,2025-12-15 15:14:55,1,"My printer is held hostage by HP. I signed up for the subscription that would send ink when I need it and was running low. I paid for 4 months of it and printed so little I never needed a ink cartridge to be sent out. I decided I didnt need it any more. I got a notification on my printer that I can not use the printer until I fix my subscription, the one that I never used but paid for, for months. I never thought that a subscription I signed up for, for convenience would be inconvenient!",,18.10.0.5530
Google Play,2025-12-15 11:23:14,1,HP quit working with my printer. thanks for screwing it up,,20.1.2.5988
Google Play,2025-12-15 09:36:23,1,so terrible doesn't tell u how to use anything and charges crazy amounts for ink,,20.1.2.5988
Google Play,2025-12-15 08:21:35,1,"It's appalling that an app from a printer company doesn't have a 100% scaling option. Which means the 'mobile printing compatible' printer I've bought, isn't, since I can't print the primary things (sewing patterns) I bought it for. it's such a basic function that I didn't anticipate having to worry about it.",,20.1.2.5988
Google Play,2025-12-15 08:06:28,1,"One innovation they could consider is developing printers that print. The app sees the printer but won't print. There is a hide printer (what dumbass thought of that) but no uninstall to try to get it to work. The app takes forever to do anything. Do yourself a favor, buy from a company that knows what it is doing.",,20.2.0.6076
Google Play,2025-12-15 07:59:13,1,the only reason why I keep them is because they have an amazing plan but when it comes to update your payment online you won't be able to do it when you call them they don't know what's going on don't ever call them in the app is trash and like I said I keep it cuz they have a good plan when it comes to you as far as printing but as far as customer service or helping you resolve an issue don't ever call them they're trash in that department it is no need to get up here with a comment cuz you're,,20.2.0.6076
Google Play,2025-12-15 07:08:05,1,app never works since the update when it finnaly does load my print it just errors out before it prints EVERY SINGLE TIME,,20.1.2.5988
Google Play,2025-12-15 05:19:27,1,I use to be able to scan from HP envy to my Onn tablet using HP Smart app. Now I cannot why is this feature not available now?,,20.1.2.5988
Google Play,2025-12-15 04:10:53,5,very good 👍😊 Happy,,20.2.0.6076
Google Play,2025-12-15 01:30:50,1,Such a nonsense application. The graphics are so attractive but the features are completely useless and slow. It's not my gadgets memory but the programming of this app. Kindly fix it before going any worse,,20.1.2.5988
Google Play,2025-12-14 23:45:39,1,"The redesign is terrible terribly slow, I should be able to get in and out of the app in less than 3 seconds.",,20.2.0.6076
Google Play,2025-12-14 23:43:13,1,Why would you give an option not to create an account or sign in if you will just FORCE the user to create/sign in to experience the features?,,20.1.2.5988
Google Play,2025-12-14 23:05:57,1,Spent almost an hour scanning a huge document only for the file to be damaged and unusable. Went back to the app only for it to show only one of the pages. Ever since the update the app hasn't been working right.,,20.2.0.6076
Google Play,2025-12-14 22:25:51,1,"After the Update of This App, My printer has literally sometimes been a waste of time , Because Everytime it shows a bug , I am using it for the last three years in my home , It was smooth , recently I shifted it to my shop to use It for photocopy and printouts , so now it shows a bug everytime when I fix one the other is already in a queue 😕 And it's such a insult when the customer is standing there and it takes time and waste mine and other persons time as well my Shop well being too",,
Google Play,2025-12-14 22:14:28,1,I quite possibly have never seen a more or less user-friendly app it is so confusing to figure out how to print just one paper on this thing and it is so easy to accidentally download the wrong app and almost give your payment information to the wrong people but why am I not surprised every app is like this anymore who hires these people who's making this get a different job do something else put the fries in the bag or something,,20.1.2.5988
Google Play,2025-12-14 21:29:27,1,it is not helping my printer print from my Android phone or ipad.,,20.1.2.5988
Google Play,2025-12-14 19:46:55,5,very good 😊,,20.1.2.5988
Google Play,2025-12-14 19:12:06,1,Legitimately the most useless rage inducing app. Constantly force closes. Can't print more than a few photos at once. Unbelievably slow and glitchy. Makes everything more painful than a simple print/scan needs to be,,20.1.2.5988
Google Play,2025-12-14 16:56:50,1,can never get anything to print via wifi from my tablet or cell using this app yet!,,20.1.2.5988
Google Play,2025-12-14 16:20:06,5,Easy,,20.2.0.6076
Google Play,2025-12-14 11:57:32,1,it says its not compatible with my Chromebook which sucks cause now I cant print any thing off of it I have to send it to my phone then print it,,
Google Play,2025-12-14 10:52:21,4,love HP!,,20.1.2.5988
Google Play,2025-12-14 10:41:44,1,unfriendly feature. please downgrade it like the old app,,
Google Play,2025-12-14 10:15:43,5,great way to interact with my printer. very easy to use,,20.0.1.5732
Google Play,2025-12-14 08:53:49,1,"Ganz mies. Findet Drucker/Scanner, aber beim Scannen sagt die App ""kann Scanner nicht finden"". Testet überhaupt jemand bei HP oder machen sie nur die Benutzeroberfläche?",,20.1.2.5988
Google Play,2025-12-14 08:34:35,1,"garbage, new app doesn't do anything for my printer. nice floating animation though. maybe app designer needs an animation job instead.",,
Google Play,2025-12-14 08:02:46,2,"it's fine, but I have to call HP b/c I have to scan on my phone when I want to scan from my Chromebook. I think like I'm using two similar apps.",,20.1.2.5988
Google Play,2025-12-13 23:07:06,1,"disappointed and done deliberately because this will be my second HP printer all-in-one and every time they do something to block it or something wrong with the app itself so my advice to everybody is do not agree to the terms. don't sign in on the app just go on as a guest call because I find that when you sign in it gives you nothing but headaches, I declined everything terms that they wanted me to agree to I didn't agree to nothing absolutely not and I'm not even downloading the new one.",,20.1.2.5988
Google Play,2025-12-13 22:02:33,1,Worst experience trying to set this app on my laptop.,,20.1.2.5988
Google Play,2025-12-13 19:27:50,1,requires an account to use (which should by no means be necessary),,
Google Play,2025-12-13 17:14:13,5,great,,20.1.2.5988
Google Play,2025-12-13 12:30:21,1,garbage: can not even get app to down load on my computer. using HP printers for decades. putting up with no support. NO MORE.,,20.2.0.6076
Google Play,2025-12-13 10:27:24,1,cannot get it to work with my chromebook. says I need a phone or another device. I'm going to see if I can send it back.,,20.2.0.6076
Google Play,2025-12-13 09:40:07,1,"Demoting to 1 star from 2 because I cannot print at all. my printer stays is connected per the app, but when I got to run diagnostic tools, it says its not connected. chat help is a joke. You cannot tell me this printer or app was made to function.",,20.1.2.5988
Google Play,2025-12-13 07:55:39,2,The earlier version of HP Smart was perfect!!! So why am I back for another version? (I will know why I erased the app when....????_,,
Google Play,2025-12-13 04:35:57,1,absolutely useless,,20.1.2.5988
Google Play,2025-12-13 02:17:26,1,try connecting hp printer to your computer via Bluetooth. not possible and note the number of steps to try to connect. hp sold me another printer saying the one I had was no good. a friend suggested using a cable connection. works fine. so much fir hp customer support,,17.35.0.5115
Google Play,2025-12-12 22:37:35,5,bahut achcha,,20.1.2.5988
Google Play,2025-12-12 22:29:36,1,"WORST CUSTOMER SERVICE EXPERIENCE, I have a gaming laptop within warranty, and over a month now the issue is not yet resolved. there is no one who you can talk to or esclate things. never buy HP. better is Dell no question asked if a part needs to be replaced they will.do it within a week.",,20.1.0.5822
Google Play,2025-12-12 21:19:05,2,I don't have a new. Just trying to reset the one I have. Very frustrating,,20.2.0.6076
Google Play,2025-12-12 17:26:08,5,great images,,20.1.2.5988
Google Play,2025-12-12 17:13:59,5,excellent,,
Google Play,2025-12-12 14:41:37,1,Can't print or scan using my device on the same network as my phone without creating an HP account. Why?!,,
Google Play,2025-12-12 13:27:11,1,"App updated and killed the printer... won't print, won't connect.... we have a paperweight... thank God I cancelled that Instant Ink...",,20.2.0.6076
